query_id,query_text,raw_response,parsed_prediction,api_status,parse_status,validation_status,attempts,latency_seconds,attempt_latencies,prompt_tokens,completion_tokens,total_tokens,first_attempt_success,final_error_type,attempt_log,model_name,prompt_version,run_timestamp
UQ0103,평소에 스트릿룩 많이 입는데 스트릿룩이랑 어울리는 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""스트릿룩과 어울리는 향수 추천""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""스트릿룩과 어울리는 향수 추천""]}",success,success,success,1,1.7477557000238448,[1.7464137999340892],645.0,83.0,728.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.7464137999340892,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0104,향수 하나만 산다면 사계절용으로 뭐가 좋아?,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [""spring"", ""summer"", ""autumn"", ""winter""],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""하나만 추천"", ""사계절용""]
}","{""scent_preference"":[],""context"":{""season"":[""spring"",""summer"",""autumn"",""winter""],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""하나만 추천"",""사계절용""]}",success,success,success,1,1.499278400093317,[1.498379800003022],636.0,90.0,726.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.498379800003022,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0105,시향 없이 블라인드 구매해도 괜찮은 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""시향 없이 블라인드 구매해도 괜찮은 향수 추천""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""시향 없이 블라인드 구매해도 괜찮은 향수 추천""]}",success,success,success,1,1.5953417997807264,[1.59447759995237],639.0,88.0,727.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.59447759995237,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0106,지속력 좋은 남자 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [""male""]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": ""HIGH""
  },
  ""avoid"": [],
  ""additional_requirements"": []
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[""male""]},""performance"":{""intensity"":"""",""longevity"":""HIGH""},""avoid"":[],""additional_requirements"":[]}",success,success,success,1,1.7059458999428898,[1.7047401000745595],632.0,71.0,703.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.7047401000745595,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0107,잔향이 좋은 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": ""HIGH""
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""잔향이 좋은 향수 추천""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""HIGH""},""avoid"":[],""additional_requirements"":[""잔향이 좋은 향수 추천""]}",success,success,success,1,1.472313999896869,[1.471449599834159],630.0,81.0,711.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.471449599834159,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0108,처음 맡았을 때 호불호 적은 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""처음 맡았을 때 호불호가 적은 향수 추천""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""처음 맡았을 때 호불호가 적은 향수 추천""]}",success,success,success,1,1.720129600027576,[1.7192587000317872],637.0,87.0,724.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.7192587000317872,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0109,여자들이 좋아할 만한 남자 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [
      ""male""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""여자들이 좋아할 만한 남자 향수 추천""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[""male""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""여자들이 좋아할 만한 남자 향수 추천""]}",success,success,success,1,1.6366235001478344,[1.6358287001494318],635.0,90.0,725.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.6358287001494318,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0110,남자가 쓰기 좋은 머스크 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [
      ""male""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""남자가 쓰기 좋은 머스크 향수 추천해줘""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[""male""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""남자가 쓰기 좋은 머스크 향수 추천해줘""]}",success,success,success,1,2.0585605001542717,[2.0572567000053823],633.0,90.0,723.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":2.0572567000053823,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0111,남자가 쓰기 좋은 파우더리 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [
      ""male""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""파우더리 향수"",
    ""남자가 쓰기 좋은 향수 추천""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[""male""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""파우더리 향수"",""남자가 쓰기 좋은 향수 추천""]}",success,success,success,1,2.6454481999389827,[2.6446686999406666],635.0,95.0,730.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":2.6446686999406666,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0112,깨끗하고 포근한 느낌의 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""깨끗한 느낌"",
    ""포근한 느낌""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""깨끗한 느낌"",""포근한 느낌""]}",success,success,success,1,1.8267188998870552,[1.8255087998695672],635.0,84.0,719.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.8255087998695672,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0113,샤워하고 나온 것 같은 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""샤워하고 나온 것 같은 향""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""샤워하고 나온 것 같은 향""]}",success,success,success,1,1.5184018998406827,[1.5174710000865161],633.0,80.0,713.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.5174710000865161,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0114,부드러운 우디 향수 추천해줘,"{
  ""scent_preference"": [
    ""woody""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""부드러운 우디 향수 추천""
  ]
}","{""scent_preference"":[""woody""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""부드러운 우디 향수 추천""]}",success,success,success,1,1.4280213001184165,[1.4270663999486715],631.0,87.0,718.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.4270663999486715,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0115,호텔 로비 같은 고급스러운 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""호텔 로비 같은 고급스러운 향""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""호텔 로비 같은 고급스러운 향""]}",success,success,success,1,1.4724131000693887,[1.4711515000090003],634.0,81.0,715.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.4711515000090003,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0116,달달하지만 너무 느끼하지 않은 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""달달한 향"",
    ""너무 느끼하지 않은 향""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""달달한 향"",""너무 느끼하지 않은 향""]}",success,success,success,1,1.687124100048095,[1.685657599940896],634.0,86.0,720.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.685657599940896,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0117,시트러스 향이 오래가는 향수 추천해줘,"{
  ""scent_preference"": [
    ""citrus""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": ""HIGH""
  },
  ""avoid"": [],
  ""additional_requirements"": []
}","{""scent_preference"":[""citrus""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""HIGH""},""avoid"":[],""additional_requirements"":[]}",success,success,success,1,1.4602822000160813,[1.4594654999673367],633.0,77.0,710.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.4594654999673367,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0118,니치 향수 입문용으로 추천해줄 만한 거 있어?,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""니치 향수 입문용 추천""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""니치 향수 입문용 추천""]}",success,success,success,1,1.6194428000599146,[1.6181576000526547],637.0,80.0,717.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.6181576000526547,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0119,10만 원대에서 살 만한 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""10만 원대 예산""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""10만 원대 예산""]}",success,success,success,1,1.4755734000355005,[1.4745764001272619],634.0,78.0,712.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.4745764001272619,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0120,20만 원 이하로 가성비 좋은 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""가격 20만 원 이하"",
    ""가성비 좋은 향수 추천""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""가격 20만 원 이하"",""가성비 좋은 향수 추천""]}",success,success,success,1,1.3694257999304682,[1.3686599999200553],635.0,88.0,723.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.3686599999200553,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0121,20대 후반 남자한테 어울리는 향수 내놔,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [""male""]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""20대 후반 남자에게 어울리는 향수""]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[""male""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""20대 후반 남자에게 어울리는 향수""]}",success,success,success,1,1.4675370000768453,[1.4662884999997914],637.0,82.0,719.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.4662884999997914,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0122,결혼하는 사람한테 선물해줄 향수는 뭐가 있을까?,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""결혼하는 사람에게 선물할 향수""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""결혼하는 사람에게 선물할 향수""]}",success,success,success,1,1.6550425000023097,[1.6540351000148803],639.0,82.0,721.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.6540351000148803,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0123,운동하고 뿌리면 좋을 남자 향수가 필요해,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [
      ""male""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""운동하고 뿌리기 좋음""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[""male""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""운동하고 뿌리기 좋음""]}",success,success,success,1,1.650324699934572,[1.649423399940133],637.0,88.0,725.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.649423399940133,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0124,요즘 올리브영이나 백화점에서 가장 핫하고 인기 많은 여자 향수 알려줘.,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [""female""]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""올리브영에서 핫하고 인기 많은 여자 향수"", ""백화점에서 핫하고 인기 많은 여자 향수""]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[""female""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""올리브영에서 핫하고 인기 많은 여자 향수"",""백화점에서 핫하고 인기 많은 여자 향수""]}",success,success,success,1,1.566871500108391,[1.5659731000196189],644.0,97.0,741.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.5659731000196189,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0125,호불호 안 갈리고 누구나 맡았을 때 '좋다'고 느낄 만한 향수 추천좀,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""호불호 안 갈리고 누구나 맡았을 때 '좋다'고 느낄 만한 향수 추천""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""호불호 안 갈리고 누구나 맡았을 때 '좋다'고 느낄 만한 향수 추천""]}",success,success,success,1,2.1033838000148535,[2.10242690006271],647.0,97.0,744.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":2.10242690006271,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0126,향수 초보인데 실패 확률 제일 적고 남들이 다들 좋다고 하는 남자 향수는 뭐가 있어,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""향수 초보"",
    ""실패 확률이 가장 낮은 남자 향수"",
    ""주변 사람들이 대체로 좋다고 하는 향""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""향수 초보"",""실패 확률이 가장 낮은 남자 향수"",""주변 사람들이 대체로 좋다고 하는 향""]}",success,success,success,1,1.6653438000939786,[1.6644617000129074],648.0,104.0,752.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.6644617000129074,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0127,이번에 향수 하나 장만하려는데 남자 향수는 요즘 뭐가 제일 잘 나가냐?,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [""male""]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""남자 향수 중 요즘 가장 잘 나가는 제품 추천 요청"", ""향수는 하나만 구매하려는 상황""]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[""male""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""남자 향수 중 요즘 가장 잘 나가는 제품 추천 요청"",""향수는 하나만 구매하려는 상황""]}",success,success,success,1,1.6458407000172883,[1.645058099878952],646.0,95.0,741.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.645058099878952,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0128,호불호 안 갈리는 여자친구 선물용 향수 추천,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [""female""]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""호불호 안 가는 여자친구 선물용""]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[""female""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""호불호 안 가는 여자친구 선물용""]}",success,success,success,1,1.8367540000472218,[1.8355977998580784],636.0,82.0,718.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.8355977998580784,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0129,비누 향이나 세탁 건조기처럼 포근하고 깨끗한 향 나는 남자 향수 찾고 있어요,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [
      ""male""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""비누 향"",
    ""세탁 건조기처럼 포근하고 깨끗한 향""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[""male""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""비누 향"",""세탁 건조기처럼 포근하고 깨끗한 향""]}",success,success,success,1,1.9963829000480473,[1.9954256999772042],648.0,98.0,746.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.9954256999772042,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0130,향수병 디자인이 독특하거나 예술적인 향수 추천해 주세용,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""향수병 디자인이 독특한"",
    ""예술적인 향수""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""향수병 디자인이 독특한"",""예술적인 향수""]}",success,success,success,1,1.4361632999498397,[1.4350293998140842],639.0,88.0,727.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.4350293998140842,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0131,우디 향수가 좋아~,"{
  ""scent_preference"": [""woody""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": []
}","{""scent_preference"":[""woody""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[]}",success,success,success,1,2.2973664000164717,[2.2965122000314295],627.0,70.0,697.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":2.2965122000314295,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0132,바다가 떠오르는 여름용 남자 향수가 필요해,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [
      ""summer""
    ],
    ""daypart"": [],
    ""gender"": [
      ""male""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""바다가 떠오르는 여름용 남자 향수""
  ]
}","{""scent_preference"":[],""context"":{""season"":[""summer""],""daypart"":[],""gender"":[""male""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""바다가 떠오르는 여름용 남자 향수""]}",success,success,success,1,1.60658139991574,[1.6058103998657316],635.0,96.0,731.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.6058103998657316,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0133,디자인이 엄청 고급스럽고 화려해서 선물용으로 소장 가치 있는 향수 병 디자인 추천해 줄래,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""병 디자인이 엄청 고급스럽고 화려함"",
    ""선물용"",
    ""소장 가치 있는 향수 병 디자인 추천""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""병 디자인이 엄청 고급스럽고 화려함"",""선물용"",""소장 가치 있는 향수 병 디자인 추천""]}",success,success,success,1,2.6531479000113904,[2.6522457997780293],649.0,102.0,751.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":2.6522457997780293,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
