query_id,query_text,gold_scent,pred_scent,scent_match,gold_context,pred_context,context_match,gold_performance,pred_performance,performance_match,gold_avoid,pred_avoid,avoid_match,gold_additional,pred_additional,additional_match,overall_exact_match,parser_error,error_components,error_type
UQ0133,디자인이 엄청 고급스럽고 화려해서 선물용으로 소장 가치 있는 향수 병 디자인 추천해 줄래,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""디자인이 엄청 고급스럽고 화려해서 선물용으로 소장 가치 있는 향수 병""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0134,요즘은 어떤 향수가 인기가 많냐?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""어떤 향수"",""인기가 많냐""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0135,SNS에서 인기 많은 남자 향수는 어떤게 있니,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""SNS에서 인기 많은""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0136,겨울용 남자 향수가 필요한데 남들이 잘 안쓰는 독특한걸 찾고 싶어,[],[],True,"{""season"":[""winter""],""daypart"":[],""gender"":[""male""]}","{""season"":[""winter""],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""남들이 잘 안쓰는 독특한""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0137,그린 노트나 허브 향 나는 향수 추천해 줄래?,"[""green"",""herbal""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,[],[],True,False,,"[""MISSED_SCENT""]",MISSED_SCENT
UQ0138,향이 오래가는 남자 향수 골라줘봐라,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""HIGH""}","{""intensity"":"""",""longevity"":""""}",False,[],[],True,[],[],True,False,,"[""MISSED_GENDER"",""MISSED_LONGEVITY""]",MULTIPLE_ERRORS
UQ0139,은은한 스모키함이나 가죽 향이 감도는 시크한 느낌의 남자 향수 찾아줘,"[""smoky"",""Leather""]",[],False,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":""LOW"",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",False,[],[],True,"[""시크한""]",[],False,False,,"[""MISSED_SCENT"",""MISSED_GENDER"",""MISSED_INTENSITY"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0140,중성적인 향수에는 뭐가 있을까?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""neuter""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,[],[],True,False,,"[""MISSED_GENDER""]",MISSED_GENDER
UQ0141,"남친한테 향수 선물할 건데, 제일 유명한 남자 향수로 5개 정도 추천해줘",[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""남친한테 향수 선물"",""제일 유명한"",""5개""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0142,밀폐된 공간에서 써도 안 어지러울만한 거 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""밀폐된 공간"",""안 어지러울만한 거""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0143,카리스마 있어보이는 딱딱한 향수 근데 여자걸로 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""female""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""카리스마"",""딱딱한""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0144,한 5만원 이내로 살 수 있는데 백화점 향수 느낌 나는 거,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""5만원 이내"",""백화점 향수""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0145,천연 향신료 사용하는 성분 좋은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""천연 향신료"",""성분 좋은""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0146,가격 상관 없음. 리한나가 쓰는 향수 갖고싶어,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""가격 상관 없음"",""리한나가 쓰는 향수""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0147,지속력은 길었으면 좋겠는데 향이 멀리까지 퍼지는 건 싫어. 그런 향수 있어?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""LOW"",""longevity"":""HIGH""}","{""intensity"":"""",""longevity"":""""}",False,[],[],True,[],[],True,False,,"[""MISSED_INTENSITY"",""MISSED_LONGEVITY""]",MULTIPLE_ERRORS
UQ0148,"향추 추천해줘. 달콤한 향은 좋은데, 바닐라는 싫어.",[],"[""vanilla""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""바닐라""]",[],False,"[""달콤한 향""]",[],False,False,,"[""EXTRA_SCENT"",""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0149,"시원한 향은 좋은데, 남자 스킨 냄새는 진짜 별로야. 안 그런 거 있어?",[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""남자 스킨 냄새""]",[],False,"[""시원한 향""]",[],False,False,,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0150,우디 향 좋아하는데 무겁거나 중후한 건 싫어. 추천 좀.,"[""woody""]","[""woody""]",True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""무겁거나"",""중후한""]",[],False,[],[],True,False,,"[""MISSED_AVOID""]",MISSED_AVOID
UQ0151,"꽃향은 좋은데, 화장품 냄새 같은 꽃향은 싫음.",[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""화장품 냄새""]",[],False,"[""꽃향""]",[],False,False,,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0152,패출리 들어간 향은 싫어. 그거 뺀 걸로 추천 좀.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""패출리""]",[],False,[],[],True,False,,"[""MISSED_AVOID""]",MISSED_AVOID
UQ0153,인센스나 절 냄새 나는 향수 개극혐이니까 그거 말고 다양한 종류로 추천 좀.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""인센스"",""절 냄새""]",[],False,"[""다양한 종류로 추천""]",[],False,False,,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0154,"과일 향수 추천하는데 복숭아, 체리는 빼고 해줘. 그거 싫어.",[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""복숭아"",""체리""]",[],False,"[""과일 향수""]",[],False,False,,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0155,딥티크 탐다오랑 오르페옹 중에 출근용으로 뭐가 더 나아?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""딥티크 탐다오랑 오르페옹 중에 출근용""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0156,블루 드 샤넬보다 덜 흔한 느낌으로 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""블루 드 샤넬보다 덜 흔한 느낌""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0157,지금 쓰는 향수보가 조말론인데 조금 더 성숙한 느낌으로 바꾸고 싶어.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""조말론인데 조금 더 성숙한 느낌으로 바꾸고 싶어.""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0158,새벽 바닷가 같은 느낌인데 소금 냄새가 너무 강하진 않았으면 좋겠어.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""새벽 바닷가"",""소금 냄새가 너무 강하진 않았으면""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0159,비 오는 숲 같은데 흙냄새보다는 젖은 나무 냄새가 강했으면 좋겠어.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""비 오는 숲"",""흙냄새보다는 젖은 나무 냄새""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0160,차가운 금속같은 이미지인데 향 자체는 너무 날카롭지 않았으면 좋겠어.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""차가운 금속같은 이미지"",""너무 날카롭지 않았으면""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0161,햇빛 받은 흰 셔츠 같은 느낌하고 싶은데 시트러스는 싫어.,[],"[""citrus""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""시트러스""]",[],False,"[""햇빛 받은 흰 셔츠""]",[],False,False,,"[""EXTRA_SCENT"",""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0162,호텔 침구 같은 깨끗함! 근데 세제 냄새처럼 인위적이면 싫어.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""세제 냄새""]",[],False,"[""호텔 침구"",""깨끗함""]",[],False,False,,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0163,"나 꿀 같은 향은 좋아하는데, 너무 냄새가 강하지는 않았으면 좋겠어. 그런 향수 있을까?",[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""LOW"",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",False,[],[],True,"[""꿀 같은 향""]",[],False,False,,"[""MISSED_INTENSITY"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0164,장미 꽃 향기는 좋은데 인위적인 향기는 아니었으면 좋겠음. 추천 좀,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""인위적인""]",[],False,"[""장미 꽃 향기""]",[],False,False,,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0165,사과랑 자스민 냄새 같이 나는 향수 없나? 있으면 좋겠는데.,"[""Rose"",""Jasmine""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,[],[],True,False,,"[""MISSED_SCENT""]",MISSED_SCENT
UQ0166,카라멜 향기 달달하게 났으면 좋겠어. 초코 향이면 안돼!!,"[""Caramel""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""초코 향""]",[],False,[],[],True,False,,"[""MISSED_SCENT"",""MISSED_AVOID""]",MULTIPLE_ERRORS
UQ0167,머스크말고 화이트 머스크 향이 나는 향수로 추천해줘.,"[""White Musk""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""머스크""]",[],False,[],[],True,False,,"[""MISSED_SCENT"",""MISSED_AVOID""]",MULTIPLE_ERRORS
UQ0168,바질 냄새 싫어. 바질 냄새 안나는 그린 계열 향수 추천 해줘.,"[""green""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""바질 냄새 ""]",[],False,"[""그린 계열""]",[],False,False,,"[""MISSED_SCENT"",""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0169,"딸기 향기가 났으면 좋겠어. 달달한 거 말고, 진짜 싱싱한 딸기 향기 나는 향수 추천해줘.","[""Strawberry""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""달달한 거""]",[],False,"[""싱싱한 딸기 향기""]",[],False,False,,"[""MISSED_SCENT"",""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0170,청량한데 남자 향수 냄새는 안났으면 좋겠음. 뭔말인지 알지?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""남자 향수 냄새""]",[],False,"[""청량""]",[],False,False,,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0171,처음에는 상쾌한데 시간이 지나면 포근하게 남는 향수 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""처음에는 상쾌"",""시간이 지나면 포근""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0172,오래된 목조 도서관에 들어갔을 때 나는 냄새 같은 향수가 있을까?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""오래된 목조 도서관""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0173,평소에는 조용한데 은근히 개성 있어 보이는 사람이 쓸 것 같은 향수 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""평소에는 조용한데"",""은근히 개성 있어 보이는 사람""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0174,상대방 취향을 전혀 모르는데 선물하기 실패 확률 낮은 향수 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[""day""],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""상대방 취향을 전혀 모르는데"",""선물하기 실패 확률 낮은 향수""]",[],False,False,,"[""EXTRA_DAYPART"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0175,미니멀하게 옷 입는 사람한테 어울리는 담백한 향수 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""미니멀하게 옷 입는 사람"",""담백한 향수""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0176,실내에서만 있는 직업인데 답답하지 않은 향 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""실내에서만 있는 직업"",""답답하지 않은 향""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0177,파우더리하고 장미느낌이 나는 옛날 향수는 어떤 있어?,"[""powdery"",""Rose""]","[""powdery""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""옛날 향수""]",[],False,False,,"[""WRONG_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0178,30대 남자의 정장차림에 어울리는 지속력 좋은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""HIGH""}","{""intensity"":"""",""longevity"":""""}",False,[],[],True,"[""30대"",""정장차림""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_LONGEVITY"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0179,이솝 휠이랑 레이어링하면 좋은 향수 가르쳐줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""이솝 휠이랑 레이어링""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0180,플로럴인데 파우더리하지 않고 잔향 오래가는 거 추천해줘,"[""floral""]","[""floral"",""powdery""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""HIGH""}","{""intensity"":"""",""longevity"":""""}",False,"[""파우더리""]",[],False,[],[],True,False,,"[""WRONG_SCENT"",""MISSED_LONGEVITY"",""MISSED_AVOID""]",MULTIPLE_ERRORS
UQ0181,커피 노트가 들어간 향수 추천해줘,"[""Coffee""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,[],[],True,False,,"[""MISSED_SCENT""]",MISSED_SCENT
UQ0182,겨울용 무거운 향인데 사무실에서도 부담없이 사용할 수 있는 향수 알려줘,[],[],True,"{""season"":[""winter""],""daypart"":[],""gender"":[]}","{""season"":[""winter""],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""무거운 향"",""사무실"",""부담없이 사용""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0183,갓 깎은 잔디밭에 누워 있는 느낌이 날 수 있는 향수가 있을까?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""갓 깎은 잔디밭에 누워 있는""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0184,시프레 계열이 뭔지 모르겠는데 대표적인 거 몇 개만 알려주겠니?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""시프레 계열"",""대표적인 거 몇 개""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0185,산타마리아노벨라 시향했는데 너무 올드하더라. 젊은 느낌으로 추천해줄래?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""올드""]",[],False,"[""산타마리아노벨라 시향했는데 너무 올드"",""젊은 느낌""]",[],False,False,,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0186,오래된 헌책방 냄새 같은 향수 있어?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""오래된 헌책방 냄새""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0187,아이리스가 세련됐다던데 입문용으로 괜찮은 거 있어?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""아이리스"",""입문용""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0188,크리드 실버마운틴워터 사고 싶은데 너무 비싸. 비슷한데 더 저렴한거 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""크리드 실버마운틴워터"",""더 저렴한거""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0189,무화과 노트 좋아하는데 그중에 제일 유명한 거 뭐야,"[""Fig""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""제일 유명""]",[],False,False,,"[""MISSED_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0190,단종된 향수랑 비슷한 걸 찾고 싶어. 파우더리하고 비누향이었어,"[""powdery"",""Soap""]","[""powdery""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""단종된 향수랑 비슷한 걸""]",[],False,False,,"[""WRONG_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0191,베티버가 뭔지 궁금한데 베티버 들어간 향수 추천해줘,"[""Vetiver""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,[],[],True,False,,"[""MISSED_SCENT""]",MISSED_SCENT
UQ0192,지금 우디 향수만 여러 개 가지고 있어서 완전히 다른 계열 하나 사고 싶어.,[],"[""woody""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""우디""]",[],False,"[""완전히 다른 계열""]",[],False,False,,"[""EXTRA_SCENT"",""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0193,뭔가 깨끗하고 세련된 느낌이면 좋겠는데 정확히 어떤 향인지는 모르겠어.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""깨끗하고"",""세련된""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0194,포근한 니트 같은 느낌인데 달달하지 않은 향수 있을까?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""달달""]",[],False,"[""포근한 니트""]",[],False,False,,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
