note,accord,note_frequency,accord_frequency,cooccurrence_count,p_accord_given_note,lift,p_rank,lift_rank,selected_by
Mint,fresh spicy,4605,47271,3696,0.8026058631921824,2.2400158983508835,3.0,5.0,P_AND_LIFT_TOP5
Mint,woody,4605,81432,3124,0.6783930510314875,1.0990813835173414,4.0,,P_TOP5
Mint,citrus,4605,59969,2870,0.6232356134636265,1.3710996428864286,5.0,,P_TOP5
Mint,camphor,4605,793,85,0.018458197611292075,3.0708575168445944,,2.0,LIFT_TOP5
Mint,lavender,4605,8336,761,0.16525515743756786,2.6154166171711046,,3.0,LIFT_TOP5
Mint,herbal,4605,8607,673,0.14614549402823018,2.2401504620825383,,4.0,LIFT_TOP5
Mirabelle,fruity,75,43222,66,0.88,2.6860950441904587,1.0,1.0,P_AND_LIFT_TOP5
Mirabelle,sweet,75,60625,62,0.8266666666666667,1.7989630240549828,2.0,2.0,P_AND_LIFT_TOP5
Mirabelle,woody,75,81432,53,0.7066666666666667,1.1448881684513867,3.0,,P_TOP5
Mirabelle,powdery,75,62885,48,0.64,1.3426922159497496,4.0,5.0,P_AND_LIFT_TOP5
Mirabelle,white floral,75,39497,33,0.44,1.4697116236676204,5.0,3.0,P_AND_LIFT_TOP5
Mirabelle,fresh,75,33478,27,0.36,1.418686898858952,,4.0,LIFT_TOP5
Mirabelle Plum,sweet,52,60625,46,0.8846153846153846,1.9250689928628073,1.0,2.0,P_AND_LIFT_TOP5
Mirabelle Plum,fruity,52,43222,44,0.8461538461538461,2.5827836963369792,2.0,1.0,P_AND_LIFT_TOP5
Mirabelle Plum,woody,52,81432,35,0.6730769230769231,1.0904685929553304,3.0,,P_TOP5
Mirabelle Plum,powdery,52,62885,34,0.6538461538461539,1.3717408456217393,4.0,4.0,P_AND_LIFT_TOP5
Mirabelle Plum,white floral,52,39497,23,0.4423076923076923,1.477419901414129,5.0,3.0,P_AND_LIFT_TOP5
Mirabelle Plum,floral,52,46586,23,0.4423076923076923,1.2526006492541504,,5.0,LIFT_TOP5
Mock Orange,white floral,52,39497,44,0.8461538461538461,2.826368507053116,1.0,2.0,P_AND_LIFT_TOP5
Mock Orange,green,52,29755,38,0.7307692307692307,3.2401406357044067,2.0,1.0,P_AND_LIFT_TOP5
Mock Orange,sweet,52,60625,35,0.6730769230769231,1.4647264076130055,3.0,4.0,P_AND_LIFT_TOP5
Mock Orange,woody,52,81432,31,0.5961538461538461,0.9658436109032926,4.0,,P_TOP5
Mock Orange,powdery,52,62885,26,0.5,1.048978293710742,5.0,,P_TOP5
Mock Orange,musky,52,41154,24,0.46153846153846156,1.479583253894378,,3.0,LIFT_TOP5
Mock Orange,floral,52,46586,24,0.46153846153846156,1.307061547047809,,5.0,LIFT_TOP5
Mojito,citrus,77,59969,71,0.922077922077922,2.0285437519341705,1.0,3.0,P_AND_LIFT_TOP5
Mojito,green,77,29755,55,0.7142857142857143,3.167054756703555,2.0,1.0,P_AND_LIFT_TOP5
Mojito,aromatic,77,54606,54,0.7012987012987013,1.6943621151949908,3.0,4.0,P_AND_LIFT_TOP5
Mojito,fresh,77,33478,51,0.6623376623376623,2.6101382338314054,4.0,2.0,P_AND_LIFT_TOP5
Mojito,woody,77,81432,43,0.5584415584415584,0.9047449995725858,5.0,,P_TOP5
Mojito,fresh spicy,77,47271,38,0.4935064935064935,1.377341534731901,,5.0,LIFT_TOP5
Monoi Oil,white floral,89,39497,80,0.898876404494382,3.002475227104434,1.0,3.0,P_AND_LIFT_TOP5
Monoi Oil,tropical,89,6512,68,0.7640449438202247,15.479184496038428,2.0,2.0,P_AND_LIFT_TOP5
Monoi Oil,sweet,89,60625,61,0.6853932584269663,1.4915287848951697,3.0,5.0,P_AND_LIFT_TOP5
Monoi Oil,coconut,89,3269,52,0.5842696629213483,23.579901079600333,4.0,1.0,P_AND_LIFT_TOP5
Monoi Oil,vanilla,89,34562,42,0.47191011235955055,1.8013743742721922,5.0,4.0,P_AND_LIFT_TOP5
Moroccan Cedar,woody,58,81432,52,0.896551724137931,1.4525256528823711,1.0,4.0,P_AND_LIFT_TOP5
Moroccan Cedar,aromatic,58,54606,41,0.7068965517241379,1.7078867170084884,2.0,2.0,P_AND_LIFT_TOP5
Moroccan Cedar,warm spicy,58,45319,33,0.5689655172413793,1.656338857645914,3.0,3.0,P_AND_LIFT_TOP5
Moroccan Cedar,fresh spicy,58,47271,29,0.5,1.3954644496625839,4.0,5.0,P_AND_LIFT_TOP5
Moroccan Cedar,citrus,58,59969,28,0.4827586206896552,1.062054475271994,5.0,,P_TOP5
Moroccan Cedar,balsamic,58,18162,20,0.3448275862068966,2.5048509772203427,,1.0,LIFT_TOP5
Moroccan Jasmine,woody,158,81432,127,0.8037974683544303,1.3022521858728755,1.0,,P_TOP5
Moroccan Jasmine,fruity,158,43222,108,0.6835443037974683,2.086437462403406,2.0,5.0,P_AND_LIFT_TOP5
Moroccan Jasmine,citrus,158,59969,105,0.6645569620253164,1.4620053694408779,3.0,,P_TOP5
Moroccan Jasmine,sweet,158,60625,98,0.620253164556962,1.3497731958762886,4.0,,P_TOP5
Moroccan Jasmine,white floral,158,39497,80,0.5063291139240507,1.6912676912170546,5.0,,P_TOP5
Moroccan Jasmine,mossy,158,6173,45,0.2848101265822785,6.086991738214806,,1.0,LIFT_TOP5
Moroccan Jasmine,leather,158,10809,38,0.24050632911392406,2.9355166990470902,,2.0,LIFT_TOP5
Moroccan Jasmine,smoky,158,7407,26,0.16455696202531644,2.9310112056163087,,3.0,LIFT_TOP5
Moroccan Jasmine,earthy,158,19049,66,0.4177215189873418,2.893065252769174,,4.0,LIFT_TOP5
Moroccan Rose,woody,379,81432,262,0.6912928759894459,1.1199807094175214,1.0,,P_TOP5
Moroccan Rose,rose,379,25617,254,0.6701846965699209,3.4515152835409943,2.0,1.0,P_AND_LIFT_TOP5
Moroccan Rose,floral,379,46586,195,0.5145118733509235,1.457080484505803,3.0,3.0,P_AND_LIFT_TOP5
Moroccan Rose,powdery,379,62885,181,0.47757255936675463,1.0019264968952204,4.0,,P_TOP5
Moroccan Rose,warm spicy,379,45319,172,0.45382585751978893,1.3211510709103411,5.0,,P_TOP5
Moroccan Rose,oud,379,8298,51,0.1345646437994723,2.1394448609863077,,2.0,LIFT_TOP5
Moroccan Rose,smoky,379,7407,31,0.08179419525065963,1.4568797326069292,,4.0,LIFT_TOP5
Moroccan Rose,leather,379,10809,42,0.11081794195250659,1.3525960849101855,,5.0,LIFT_TOP5
Moss,woody,4302,81432,3368,0.7828916782891678,1.2683821976212044,1.0,,P_TOP5
Moss,aromatic,4302,54606,2345,0.5450953045095305,1.3169692620580586,2.0,,P_TOP5
Moss,citrus,4302,59969,2216,0.5151092515109251,1.1332248920581693,3.0,,P_TOP5
Moss,earthy,4302,19049,2091,0.4860529986052999,3.3663169775839785,4.0,2.0,P_AND_LIFT_TOP5
Moss,fresh spicy,4302,47271,1871,0.43491399349139936,1.2138140331560643,5.0,,P_TOP5
Moss,mossy,4302,6173,1843,0.4284053928405393,9.155924749303798,,1.0,LIFT_TOP5
Moss,marine,4302,4326,253,0.05880985588098559,1.7935238757231688,,3.0,LIFT_TOP5
Moss,salty,4302,2520,137,0.031845653184565316,1.6672210415236914,,4.0,LIFT_TOP5
Moss,lavender,4302,8336,405,0.09414225941422594,1.489945811482585,,5.0,LIFT_TOP5
Mountain Air,fresh,166,33478,151,0.9096385542168675,3.5847008321235236,1.0,2.0,P_AND_LIFT_TOP5
Mountain Air,ozonic,166,5777,118,0.7108433734939759,16.23361022417522,2.0,1.0,P_AND_LIFT_TOP5
Mountain Air,aromatic,166,54606,84,0.5060240963855421,1.2225718608970548,3.0,,P_TOP5
Mountain Air,woody,166,81432,81,0.4879518072289157,0.790542807836119,4.0,,P_TOP5
Mountain Air,fresh spicy,166,47271,69,0.41566265060240964,1.1600849039363648,5.0,,P_TOP5
Mountain Air,aquatic,166,8872,38,0.2289156626506024,3.404062598455137,,3.0,LIFT_TOP5
Mountain Air,green,166,29755,56,0.3373493975903614,1.4957656200334863,,4.0,LIFT_TOP5
Mountain Air,earthy,166,19049,31,0.18674698795180722,1.2933765615245907,,5.0,LIFT_TOP5
Mugwort,woody,67,81432,51,0.7611940298507462,1.233229300007478,1.0,5.0,P_AND_LIFT_TOP5
Mugwort,aromatic,67,54606,45,0.6716417910447762,1.6227099859454512,2.0,1.0,P_AND_LIFT_TOP5
Mugwort,fresh spicy,67,47271,35,0.5223880597014925,1.4579479324832965,3.0,2.0,P_AND_LIFT_TOP5
Mugwort,citrus,67,59969,32,0.47761194029850745,1.0507319328916955,4.0,,P_TOP5
Mugwort,warm spicy,67,45319,31,0.4626865671641791,1.3469458462448454,5.0,3.0,P_AND_LIFT_TOP5
Mugwort,amber,67,45478,30,0.44776119402985076,1.2989387028532084,,4.0,LIFT_TOP5
Mushroom,earthy,128,19049,114,0.890625,6.168311000577458,1.0,2.0,P_AND_LIFT_TOP5
Mushroom,woody,128,81432,98,0.765625,1.2404080244866882,2.0,,P_TOP5
Mushroom,aromatic,128,54606,69,0.5390625,1.3023937960114274,3.0,5.0,P_AND_LIFT_TOP5
Mushroom,mossy,128,6173,68,0.53125,11.353930422809007,4.0,1.0,P_AND_LIFT_TOP5
Mushroom,green,128,29755,54,0.421875,1.8705417156780373,5.0,3.0,P_AND_LIFT_TOP5
Mushroom,balsamic,128,18162,28,0.21875,1.589014838674155,,4.0,LIFT_TOP5
Musk,powdery,49244,62885,32661,0.663248314515474,1.3914661705339346,1.0,2.0,P_AND_LIFT_TOP5
Musk,woody,49244,81432,31022,0.6299650718869304,1.020622015105152,2.0,,P_TOP5
Musk,musky,49244,41154,30302,0.6153440012996507,1.972647472699201,3.0,1.0,P_AND_LIFT_TOP5
Musk,citrus,49244,59969,24828,0.5041832507513606,1.1091880183365905,4.0,,P_TOP5
Musk,sweet,49244,60625,23175,0.4706157095280643,1.0241374112665984,5.0,,P_TOP5
Musk,white floral,49244,39497,17841,0.3622979449273008,1.210167047478512,,3.0,LIFT_TOP5
Musk,rose,49244,25617,11097,0.2253472504264479,1.1605598918203253,,4.0,LIFT_TOP5
Musk,violet,49244,7614,3285,0.06670863455446349,1.155879978561908,,5.0,LIFT_TOP5
Musk Mallow,floral,58,46586,45,0.7758620689655172,2.1972155316751962,1.0,1.0,P_AND_LIFT_TOP5
Musk Mallow,musky,58,41154,39,0.6724137931034483,2.155599740587499,2.0,2.0,P_AND_LIFT_TOP5
Musk Mallow,aromatic,58,54606,31,0.5344827586206896,1.2913289811527595,3.0,3.0,P_AND_LIFT_TOP5
Musk Mallow,woody,58,81432,31,0.5344827586206896,0.8659287546029519,4.0,,P_TOP5
Musk Mallow,powdery,58,62885,29,0.5,1.048978293710742,5.0,,P_TOP5
Musk Mallow,fresh spicy,58,47271,22,0.3793103448275862,1.0586282031923049,,4.0,LIFT_TOP5
Musk Mallow,fruity,58,43222,20,0.3448275862068966,1.0525450800119351,,5.0,LIFT_TOP5
Myrhh,amber,477,45478,424,0.8888888888888888,2.5786338693678506,1.0,3.0,P_AND_LIFT_TOP5
Myrhh,warm spicy,477,45319,366,0.7672955974842768,2.233705690242517,2.0,4.0,P_AND_LIFT_TOP5
Myrhh,woody,477,81432,338,0.7085953878406709,1.1480129373934045,3.0,,P_TOP5
Myrhh,aromatic,477,54606,285,0.5974842767295597,1.4435428456384063,4.0,,P_TOP5
Myrhh,balsamic,477,18162,264,0.5534591194968553,4.020364587337305,5.0,1.0,P_AND_LIFT_TOP5
Myrhh,smoky,477,7407,70,0.14675052410901468,2.613851308991806,,2.0,LIFT_TOP5
Myrhh,cinnamon,477,4259,32,0.06708595387840671,2.0781051643996706,,5.0,LIFT_TOP5
Myrrh,amber,2709,45478,2388,0.8815060908084164,2.557216644539214,1.0,4.0,P_AND_LIFT_TOP5
Myrrh,warm spicy,2709,45319,2074,0.7655961609449982,2.228758390817838,2.0,5.0,P_AND_LIFT_TOP5
Myrrh,woody,2709,81432,1930,0.7124400147655962,1.154241712693107,3.0,,P_TOP5
Myrrh,aromatic,2709,54606,1548,0.5714285714285714,1.3805913531218443,4.0,,P_TOP5
Myrrh,balsamic,2709,18162,1473,0.5437430786267996,3.9497866073798957,5.0,1.0,P_AND_LIFT_TOP5
Myrrh,beeswax,2709,349,21,0.007751937984496124,2.9304102529930476,,2.0,LIFT_TOP5
Myrrh,smoky,2709,7407,397,0.14654854189737912,2.610253696843692,,3.0,LIFT_TOP5
Myrtle,aromatic,502,54606,452,0.900398406374502,2.1753939448593202,1.0,5.0,P_AND_LIFT_TOP5
Myrtle,fresh spicy,502,47271,393,0.7828685258964143,2.1849303932963964,2.0,4.0,P_AND_LIFT_TOP5
Myrtle,woody,502,81432,366,0.7290836653386454,1.1812065031944137,3.0,,P_TOP5
Myrtle,herbal,502,8607,275,0.547808764940239,8.396933932678719,4.0,1.0,P_AND_LIFT_TOP5
Myrtle,citrus,502,59969,253,0.5039840637450199,1.1087498129013402,5.0,,P_TOP5
Myrtle,marine,502,4326,90,0.17928286852589642,5.467588729685972,,2.0,LIFT_TOP5
Myrtle,salty,502,2520,37,0.07370517928286853,3.8587001201543036,,3.0,LIFT_TOP5
Mysore Sandalwood,woody,312,81432,172,0.5512820512820513,0.8931457047062705,1.0,,P_TOP5
Mysore Sandalwood,amber,312,45478,166,0.532051282051282,1.543461138155276,2.0,,P_TOP5
Mysore Sandalwood,aromatic,312,54606,146,0.46794871794871795,1.1305804189827924,3.0,,P_TOP5
Mysore Sandalwood,warm spicy,312,45319,145,0.46474358974358976,1.3529341290600365,4.0,,P_TOP5
Mysore Sandalwood,powdery,312,62885,135,0.4326923076923077,0.9077696772496804,5.0,,P_TOP5
Mysore Sandalwood,oud,312,8298,47,0.15064102564102563,2.395043445748435,,1.0,LIFT_TOP5
Mysore Sandalwood,iris,312,7451,42,0.1346153846153846,2.3835468651600715,,2.0,LIFT_TOP5
Mysore Sandalwood,tobacco,312,4372,23,0.07371794871794872,2.2245217233209,,3.0,LIFT_TOP5
Mysore Sandalwood,animalic,312,18242,83,0.266025641025641,1.923953668485518,,4.0,LIFT_TOP5
Mysore Sandalwood,smoky,312,7407,31,0.09935897435897435,1.7697353162116225,,5.0,LIFT_TOP5
Nagarmotha,woody,168,81432,160,0.9523809523809523,1.5429759682633246,1.0,,P_TOP5
Nagarmotha,earthy,168,19049,100,0.5952380952380952,4.122513617762713,2.0,2.0,P_AND_LIFT_TOP5
Nagarmotha,amber,168,45478,96,0.5714285714285714,1.6576932017364754,3.0,5.0,P_AND_LIFT_TOP5
Nagarmotha,warm spicy,168,45319,87,0.5178571428571429,1.5075551723811835,4.0,,P_TOP5
Nagarmotha,aromatic,168,54606,68,0.40476190476190477,0.977918875127973,5.0,,P_TOP5
Nagarmotha,oud,168,8298,46,0.27380952380952384,4.3533008527585535,,1.0,LIFT_TOP5
Nagarmotha,leather,168,10809,48,0.2857142857142857,3.487305552251431,,3.0,LIFT_TOP5
Nagarmotha,smoky,168,7407,28,0.16666666666666666,2.9685882723549795,,4.0,LIFT_TOP5
Narcissus,green,1378,29755,875,0.634978229317852,2.8154151501900255,1.0,3.0,P_AND_LIFT_TOP5
Narcissus,woody,1378,81432,835,0.6059506531204645,0.9817156605042596,2.0,,P_TOP5
Narcissus,yellow floral,1378,6986,777,0.5638606676342526,10.648459473373451,3.0,1.0,P_AND_LIFT_TOP5
Narcissus,floral,1378,46586,767,0.5566037735849056,1.5762833436881596,4.0,,P_TOP5
Narcissus,white floral,1378,39497,703,0.5101596516690856,1.7040626590551806,5.0,,P_TOP5
Narcissus,tuberose,1378,3931,143,0.10377358490566038,3.482790398525508,,2.0,LIFT_TOP5
Narcissus,aldehydic,1378,3556,99,0.07184325108853411,2.6654331035180836,,4.0,LIFT_TOP5
Narcissus,tobacco,1378,4372,86,0.062409288824383166,1.883270236642468,,5.0,LIFT_TOP5
Nard Himalayan (Jatamansi),fresh spicy,150,47271,113,0.7533333333333333,2.1024997708249598,1.0,4.0,P_AND_LIFT_TOP5
Nard Himalayan (Jatamansi),woody,150,81432,110,0.7333333333333333,1.18809149556276,2.0,,P_TOP5
Nard Himalayan (Jatamansi),earthy,150,19049,100,0.6666666666666666,4.617215251894238,3.0,2.0,P_AND_LIFT_TOP5
Nard Himalayan (Jatamansi),aromatic,150,54606,100,0.6666666666666666,1.610689911975485,4.0,,P_TOP5
Nard Himalayan (Jatamansi),amber,150,45478,82,0.5466666666666666,1.585859829661228,5.0,,P_TOP5
Nard Himalayan (Jatamansi),herbal,150,8607,73,0.4866666666666667,7.459734324774408,,1.0,LIFT_TOP5
Nard Himalayan (Jatamansi),oud,150,8298,39,0.26,4.133743070619427,,3.0,LIFT_TOP5
Nard Himalayan (Jatamansi),balsamic,150,18162,43,0.2866666666666667,2.082366112395845,,5.0,LIFT_TOP5
Nashi Pear,fruity,78,43222,65,0.8333333333333334,2.5436506100288434,1.0,2.0,P_AND_LIFT_TOP5
Nashi Pear,white floral,78,39497,44,0.5641025641025641,1.884245671368744,2.0,3.0,P_AND_LIFT_TOP5
Nashi Pear,floral,78,46586,44,0.5641025641025641,1.5975196686139888,3.0,,P_TOP5
Nashi Pear,musky,78,41154,41,0.5256410256410257,1.685080928046375,4.0,5.0,P_AND_LIFT_TOP5
Nashi Pear,citrus,78,59969,39,0.5,1.0999849922459937,5.0,,P_TOP5
Nashi Pear,aquatic,78,8872,38,0.48717948717948717,7.244543478763497,,1.0,LIFT_TOP5
Nashi Pear,fresh,78,33478,37,0.47435897435897434,1.8693523952201292,,4.0,LIFT_TOP5
Natural Musk,musky,298,41154,218,0.7315436241610739,2.345156007570843,1.0,3.0,P_AND_LIFT_TOP5
Natural Musk,powdery,298,62885,183,0.6140939597315436,1.2883424681145352,2.0,,P_TOP5
Natural Musk,woody,298,81432,178,0.5973154362416108,0.967725531773206,3.0,,P_TOP5
Natural Musk,amber,298,45478,144,0.48322147651006714,1.4018076739516503,4.0,,P_TOP5
Natural Musk,floral,298,46586,133,0.4463087248322148,1.2639314400702806,5.0,,P_TOP5
Natural Musk,oud,298,8298,77,0.25838926174496646,4.108133924079708,,1.0,LIFT_TOP5
Natural Musk,animalic,298,18242,129,0.43288590604026844,3.1307223760493708,,2.0,LIFT_TOP5
Natural Musk,leather,298,10809,43,0.14429530201342283,1.7612063275632226,,4.0,LIFT_TOP5
Natural Musk,yellow floral,298,6986,25,0.08389261744966443,1.584304755243949,,5.0,LIFT_TOP5
Nectar,sweet,96,60625,73,0.7604166666666666,1.6547920962199312,1.0,3.0,P_AND_LIFT_TOP5
Nectar,fruity,96,43222,58,0.6041666666666666,1.8441466922709113,2.0,2.0,P_AND_LIFT_TOP5
Nectar,floral,96,46586,56,0.5833333333333334,1.6519805664076475,3.0,4.0,P_AND_LIFT_TOP5
Nectar,powdery,96,62885,50,0.5208333333333334,1.0926857226153561,4.0,,P_TOP5
Nectar,white floral,96,39497,39,0.40625,1.3569780616249336,5.0,,P_TOP5
Nectar,lactonic,96,7015,23,0.23958333333333334,4.5058060109289615,,1.0,LIFT_TOP5
Nectar,vanilla,96,34562,36,0.375,1.4314492795555813,,5.0,LIFT_TOP5
Nectarine,sweet,577,60625,506,0.8769497400346621,1.9083872858189355,1.0,5.0,P_AND_LIFT_TOP5
Nectarine,fruity,577,43222,473,0.8197573656845754,2.5022115879590494,2.0,1.0,P_AND_LIFT_TOP5
Nectarine,powdery,577,62885,468,0.8110918544194108,1.7016354989831097,3.0,,P_TOP5
Nectarine,fresh,577,33478,356,0.6169844020797227,2.431410244530074,4.0,2.0,P_AND_LIFT_TOP5
Nectarine,floral,577,46586,323,0.5597920277296361,1.5853123732102108,5.0,,P_TOP5
Nectarine,tropical,577,6512,66,0.11438474870017332,2.317380205161834,,3.0,LIFT_TOP5
Nectarine,coconut,577,3269,32,0.05545927209705372,2.238220179799418,,4.0,LIFT_TOP5
Neroli,citrus,6490,59969,5048,0.7778120184899846,1.7111630942550928,1.0,4.0,P_AND_LIFT_TOP5
Neroli,woody,6490,81432,4097,0.6312788906009245,1.0227505653426168,2.0,,P_TOP5
Neroli,white floral,6490,39497,4072,0.6274268104776579,2.095764718999352,3.0,2.0,P_AND_LIFT_TOP5
Neroli,aromatic,6490,54606,3634,0.5599383667180278,1.3528306179011353,4.0,,P_TOP5
Neroli,fresh spicy,6490,47271,3313,0.5104776579352851,1.4247068479914144,5.0,,P_TOP5
Neroli,soapy,6490,1720,272,0.041910631741140215,3.2146916544236213,,1.0,LIFT_TOP5
Neroli,tuberose,6490,3931,348,0.05362095531587057,1.7995961930355646,,3.0,LIFT_TOP5
Neroli,beeswax,6490,349,29,0.004468412942989214,1.6891625202537737,,5.0,LIFT_TOP5
Nigerian Ginger,fresh spicy,54,47271,50,0.9259259259259259,2.584193425301081,1.0,4.0,P_AND_LIFT_TOP5
Nigerian Ginger,fresh,54,33478,45,0.8333333333333334,3.283997451062389,2.0,2.0,P_AND_LIFT_TOP5
Nigerian Ginger,woody,54,81432,44,0.8148148148148148,1.3201016617363999,3.0,,P_TOP5
Nigerian Ginger,citrus,54,59969,43,0.7962962962962963,1.75182795061399,4.0,,P_TOP5
Nigerian Ginger,amber,54,45478,40,0.7407407407407407,2.148861557806542,5.0,5.0,P_AND_LIFT_TOP5
Nigerian Ginger,cinnamon,54,4259,21,0.3888888888888889,12.04651587487934,,1.0,LIFT_TOP5
Nigerian Ginger,green,54,29755,36,0.6666666666666666,2.955917772923318,,3.0,LIFT_TOP5
Night Blooming Jasmine,sweet,157,60625,123,0.7834394904458599,1.7048935583426357,1.0,4.0,P_AND_LIFT_TOP5
Night Blooming Jasmine,fruity,157,43222,119,0.7579617834394905,2.313587943389292,2.0,3.0,P_AND_LIFT_TOP5
Night Blooming Jasmine,white floral,157,39497,116,0.7388535031847133,2.4679581404957145,3.0,2.0,P_AND_LIFT_TOP5
Night Blooming Jasmine,woody,157,81432,87,0.554140127388535,0.8977761445914312,4.0,,P_TOP5
Night Blooming Jasmine,powdery,157,62885,63,0.4012738853503185,0.8418551911309138,5.0,,P_TOP5
Night Blooming Jasmine,honey,157,3467,21,0.1337579617834395,5.089901326244353,,1.0,LIFT_TOP5
Night Blooming Jasmine,leather,157,10809,20,0.12738853503184713,1.5548496092840773,,5.0,LIFT_TOP5
Night blooming Cereus,white floral,63,39497,51,0.8095238095238095,2.704014892029172,1.0,1.0,P_AND_LIFT_TOP5
Night blooming Cereus,sweet,63,60625,44,0.6984126984126984,1.5198612338406152,2.0,3.0,P_AND_LIFT_TOP5
Night blooming Cereus,woody,63,81432,39,0.6190476190476191,1.002934379371161,3.0,,P_TOP5
Night blooming Cereus,floral,63,46586,36,0.5714285714285714,1.6182666772972873,4.0,2.0,P_AND_LIFT_TOP5
Night blooming Cereus,powdery,63,62885,28,0.4444444444444444,0.9324251499651038,5.0,,P_TOP5
Night blooming Cereus,vanilla,63,34562,22,0.3492063492063492,1.3329898053004354,,4.0,LIFT_TOP5
Night blooming Cereus,fruity,63,43222,26,0.4126984126984127,1.2597126830619034,,5.0,LIFT_TOP5
Nutmeg,fresh spicy,6277,47271,5342,0.8510434921140673,2.375201876723761,1.0,2.0,P_AND_LIFT_TOP5
Nutmeg,woody,6277,81432,4900,0.7806276883861717,1.2647142515078549,2.0,,P_TOP5
Nutmeg,aromatic,6277,54606,4022,0.6407519515692209,1.548079056706723,3.0,5.0,P_AND_LIFT_TOP5
Nutmeg,warm spicy,6277,45319,3720,0.5926397960809304,1.7252580219545255,4.0,4.0,P_AND_LIFT_TOP5
Nutmeg,citrus,6277,59969,3254,0.518400509797674,1.1404655615002275,5.0,,P_TOP5
Nutmeg,cinnamon,6277,4259,589,0.09383463437948064,2.906692489712346,,1.0,LIFT_TOP5
Nutmeg,lavender,6277,8336,767,0.12219212999840688,1.9338780842958037,,3.0,LIFT_TOP5
Nutty Notes,sweet,87,60625,65,0.7471264367816092,1.6258703637871785,1.0,4.0,P_AND_LIFT_TOP5
Nutty Notes,woody,87,81432,57,0.6551724137931034,1.061461054029425,2.0,,P_TOP5
Nutty Notes,nutty,87,3619,53,0.6091954022988506,22.208109816326985,3.0,1.0,P_AND_LIFT_TOP5
Nutty Notes,warm spicy,87,45319,49,0.5632183908045977,1.639608162114137,4.0,3.0,P_AND_LIFT_TOP5
Nutty Notes,vanilla,87,34562,45,0.5172413793103449,1.9744127993870086,5.0,2.0,P_AND_LIFT_TOP5
Nutty Notes,amber,87,45478,39,0.4482758620689655,1.3004317358449937,,5.0,LIFT_TOP5
Oak,woody,1095,81432,1038,0.947945205479452,1.5357895048494954,1.0,,P_TOP5
Oak,aromatic,1095,54606,670,0.6118721461187214,1.4783044397583218,2.0,,P_TOP5
Oak,warm spicy,1095,45319,558,0.5095890410958904,1.4834855621655558,3.0,,P_TOP5
Oak,sweet,1095,60625,558,0.5095890410958904,1.108949809348962,4.0,,P_TOP5
Oak,amber,1095,45478,494,0.4511415525114155,1.3087449980832722,5.0,,P_TOP5
Oak,wine,1095,236,24,0.021917808219178082,12.2526120269329,,1.0,LIFT_TOP5
Oak,whiskey,1095,808,63,0.057534246575342465,9.394174691441746,,2.0,LIFT_TOP5
Oak,rum,1095,1166,64,0.058447488584474884,6.613187966509238,,3.0,LIFT_TOP5
Oak,cinnamon,1095,4259,108,0.09863013698630137,3.0552415995780087,,4.0,LIFT_TOP5
Oak,tobacco,1095,4372,99,0.09041095890410959,2.7282520146887417,,5.0,LIFT_TOP5
Oakmoss,woody,8737,81432,7130,0.8160695891038113,1.3221345526385921,1.0,,P_TOP5
Oakmoss,aromatic,8737,54606,5237,0.5994048300331922,1.4481829693857642,2.0,,P_TOP5
Oakmoss,earthy,8737,19049,4643,0.5314181069016825,3.6805076824788165,3.0,2.0,P_AND_LIFT_TOP5
Oakmoss,citrus,8737,59969,4561,0.5220327343481744,1.1484563464882631,4.0,,P_TOP5
Oakmoss,fresh spicy,8737,47271,4132,0.47293121208652855,1.3199173872051726,5.0,,P_TOP5
Oakmoss,mossy,8737,6173,3780,0.4326427835641525,9.246486705915865,,1.0,LIFT_TOP5
Oakmoss,lavender,8737,8336,910,0.10415474419137004,1.6484087573377457,,3.0,LIFT_TOP5
Oakmoss,conifer,8737,1828,186,0.021288771889664646,1.5364484001113001,,4.0,LIFT_TOP5
Oakmoss,leather,8737,10809,1070,0.12246766624699554,1.4947876036604792,,5.0,LIFT_TOP5
Oily Notes,sweet,240,60625,167,0.6958333333333333,1.5142481099656357,1.0,,P_TOP5
Oily Notes,oily,240,132,132,0.55,549.7083333333334,2.0,1.0,P_AND_LIFT_TOP5
Oily Notes,fruity,240,43222,107,0.44583333333333336,1.3608530763654312,3.0,,P_TOP5
Oily Notes,vanilla,240,34562,106,0.44166666666666665,1.6859291514765735,4.0,,P_TOP5
Oily Notes,powdery,240,62885,83,0.3458333333333333,0.7255433198165965,5.0,,P_TOP5
Oily Notes,coconut,240,3269,79,0.32916666666666666,13.284477923931885,,2.0,LIFT_TOP5
Oily Notes,nutty,240,3619,42,0.175,6.379593810444875,,3.0,LIFT_TOP5
Oily Notes,lactonic,240,7015,70,0.2916666666666667,5.485329056783084,,4.0,LIFT_TOP5
Oily Notes,tropical,240,6512,49,0.20416666666666666,4.136318847256347,,5.0,LIFT_TOP5
Olibanum,amber,3213,45478,2753,0.8568316215375039,2.485636919597231,1.0,1.0,P_AND_LIFT_TOP5
Olibanum,woody,3213,81432,2612,0.8129474011826953,1.3170762186613738,2.0,,P_TOP5
Olibanum,fresh spicy,3213,47271,2272,0.7071272953625894,1.9735420041290945,3.0,,P_TOP5
Olibanum,warm spicy,3213,45319,2177,0.6775599128540305,1.9724724575306658,4.0,,P_TOP5
Olibanum,aromatic,3213,54606,1884,0.5863678804855276,1.416685244706729,5.0,,P_TOP5
