역할,순위,화해 순위,브랜드,향수명,출시,국내 상품명,국내 브랜드 표기,지도 영역,영역 성격,대표 향,잘 맞는 계절,밤/낮,성별 표기,매칭 근거,상품 묶음 수,무신사,올리브영,롯데,지도 x,지도 y,fragrantica_id
지도 200,175,,Versace,Eros Flame,2018,[베르사체] 에로스플레임 오드퍼퓸 100ml (미니어처1종 랜덤증정) ‖ [베르사체] 에로스 플레임 오드퍼퓸 100ml | [베르사체] 에로스 플레임 EDP 50ml (미니어처 1종) | [베르사체] 에로스 플레임 오드퍼퓸 50ml (+ 미니어처 1종),Versace,2,fresh spicy · aromatic · citrus,citrus(100) · fresh spicy(59) · vanilla(58),가을,비슷,남성,자동 판정,2,,,103,0.8295,0.1545,52180
지도 200,176,,Stéphane Humbert Lucas 777,God of Fire,2022,갓 오브 파이어 EAU DE PARFUM,Stéphane Humbert Lucas 777,1,fruity · rose · floral,fruity(100) · tropical(80) · sweet(73),여름,낮 우세,공용,자동 판정,1,108,,,0.2543,0.4081,72381
지도 200,177,,Dolce&Gabbana,Light Blue,2001,[NEW/리뉴얼] 돌체앤가바나 라이트블루 EDT 30ml,Dolce&Gabbana,2,fresh spicy · aromatic · citrus,citrus(100) · woody(64) · fresh(47),여름,낮 우세,여성,사람 확정,1,,109,,0.7561,0.2405,485
지도 200,178,,Nishane,Meant To Be Seen,2025,[니샤네] 멘트 투 비 씬 엑스트레 드 퍼퓸 50ml (바이알 3종) | [니샤네] 멘트 투비씬 엑스트레 드 퍼퓸 50ml (+바이알3종),Nishane,0,earthy · green · aromatic,powdery(100) · woody(85) · iris(80),봄,낮 우세,공용,사람 확정,1,,,109,0.6702,0.5137,116224
지도 200,179,,Philosophy,Amazing Grace Ballet Rose,2017,[원지안PICK] 필로소피 어메이징 그레이스 발레로즈 EDT 60ml,Philosophy,1,fruity · rose · floral,rose(100) · floral(73) · fresh(53),봄,낮 우세,여성,자동 판정,1,,111,,0.0375,0.1447,45711
지도 200,180,,Maison Martin Margiela,Never-ending Summer,2025,레플리카 네버 엔딩 썸머 EDT 30ML,Maison Martin Margiela,2,fresh spicy · aromatic · citrus,citrus(100) · woody(75) · fresh spicy(57),여름,낮 우세,공용,사람 확정,1,112,,,0.8488,0.2671,103564
지도 200,181,,Banana Republic,Peony & Peppercorn,2019,바나나리퍼블릭 피오니 & 페퍼콘 오드퍼퓸 75ml | [바나나리퍼블릭] 피오니 & 페퍼콘 오드퍼퓸 30ml,Banana Republic,1,fruity · rose · floral,floral(100) · rose(93) · musky(67),봄,낮 우세,공용,사람 확정,1,,,115,0.0804,0.1298,63829
지도 200,182,,Bentley,Momentum Unbreakable Eau de Parfum,2021,[벤틀리] 모멘텀 언브레이커블 오드퍼퓸 100ml,Bentley,2,fresh spicy · aromatic · citrus,woody(100) · aromatic(78) · herbal(68),봄,낮 우세,남성,사람 확정,1,,,117,0.8903,0.4041,69281
지도 200,183,,Jaguar,Jaguar Era Reloaded,2024,[재규어] 이어러 리로리드 오드퍼퓸 100ml ‖ [재규어] 이어러 리로디드 오드퍼퓸 100ml,Jaguar,2,fresh spicy · aromatic · citrus,woody(100) · amber(98) · sweet(93),가을,밤 우세,남성,자동 판정,2,,,119,0.5693,0.3956,89712
지도 200,184,,Nishane,Ani,2019,[니샤네] 아니 엑스트레 드 퍼퓸 50ml (바이알 3종),Nishane,2,fresh spicy · aromatic · citrus,vanilla(100) · warm spicy(88) · woody(82),겨울,밤 우세,공용,자동 판정,1,,,123,0.5343,0.4441,54785
지도 200,185,,Maison Martin Margiela,Sailing Day,2017,레플리카 세일링 데이 EDT 30ML | 레플리카 세일링 데이 EDT 100ML,Maison Martin Margiela,4,salty · marine · aquatic,marine(100) · aromatic(81) · aldehydic(44),여름,낮 우세,공용,사람 확정,1,124,,,0.8448,0.0136,47891
지도 200,186,,Chloé,Nomade,2018,끌로에 노마드 EDP 30ml/50ml/50ml 기획,Chloé,1,fruity · rose · floral,woody(100) · citrus(90) · fruity(79),봄,낮 우세,여성,사람 검토,1,,125,,0.6207,0.3151,48434
지도 200,187,,Nishane,EGE / ΑΙΓΑΙΟ,2020,[니샤네] 에게 엑스트레 드 퍼퓸 100ml (바이알3종),Nishane,2,fresh spicy · aromatic · citrus,green(100) · fresh spicy(85) · aromatic(70),여름,낮 우세,공용,자동 판정,1,,,125,0.9368,0.2518,64092
지도 200,188,,Chloé,Chloé Rose Tangerine,2020,끌로에 로즈탠저린 EDT 30ml/50ml,Chloé,1,fruity · rose · floral,rose(100) · citrus(77) · woody(55),봄,낮 우세,여성,사람 확정,1,,127,,0.0,0.173,62372
지도 200,189,,Banana Republic,Velvet Pomegranate,2022,[바나나리퍼블릭] 벨벳 포메그레네이트 오드퍼퓸75ml,Banana Republic,6,white floral · animalic · fresh,white floral(100) · fruity(62) · sweet(50),봄,낮 우세,공용,사람 확정,1,,,127,0.3825,0.008,74739
지도 200,190,,Maison Martin Margiela,Up At Dawn,2025,레플리카 업 앳 던 EDT 30ML | 레플리카 업 앳 던 EDT 100ML,Maison Martin Margiela,1,fruity · rose · floral,rose(100) · musky(99) · earthy(89),봄,낮 우세,공용,사람 확정,1,129,,,0.2976,0.1762,120743
지도 200,191,,Mercedes-Benz,Mercedes Benz Man,2015,메르세데스 벤츠 맨 EDT 100ml 기획 (+벤츠 맨 10ml) | 메르세데스 벤츠 맨 EDT 30ml/50ml/100ml 3종 택1 | 메르세데스 벤츠 맨 EDT 50ml,Mercedes-Benz,1,fruity · rose · floral,woody(100) · mossy(57) · fruity(48),봄,낮 우세,남성,사람 검토,1,,129,,0.7177,0.4052,32523
지도 200,192,,Replay,Replay Signature Secret,2018,[리플레이] 시크릿 포 우먼 오드뚜왈렛 100ml | [리플레이] 시크릿 포 우먼 오드뚜왈렛 30ml ‖ [리플레이] 시그니처 시크릿 포 우먼 오드뚜왈렛 100ml | 리플레이 시그니처 시크릿 포 우먼 오드뚜왈렛 30ml,Replay,2,fresh spicy · aromatic · citrus,white floral(100) · floral(86) · citrus(81),봄,낮 우세,여성,사람 확정,2,,,129,0.2313,0.1696,49827
지도 200,193,,Postes,From.Saint-Tropez,,포스테스 오 드 퍼퓸 50ml 프롬 생트로페 (2607 리뉴얼),Postes,3,animalic · musky · balsamic,musky(100) · powdery(83) · citrus(50),,,공용,자동 판정,1,,130,,0.3856,0.2385,124051
지도 200,194,,Mancera,Musky Garden,2017,[만세라] 머스키 가든 오드퍼퓸 120ml (바이알 3종),Mancera,1,fruity · rose · floral,fruity(100) · musky(55) · powdery(50),봄,낮 우세,여성,자동 판정,1,,,130,0.1056,0.392,46300
지도 200,195,,Versace,Bright Crystal Absolu,2013,[베르사체] 브라이트 크리스탈 앱솔루 오드퍼퓸 50ml (미니어처 1종) | [베르사체] 브라이트 크리스탈 앱솔루 오드퍼퓸 90ml (미니어처 1종) | [베르사체] 브라이트 크리스탈 앱솔루 EDP 30ml | [베르사체] 브라이트 크리스탈 앱솔루 오드퍼퓸 30ml,Versace,1,fruity · rose · floral,floral(100) · fruity(60) · fresh(50),봄,낮 우세,여성,사람 확정,1,,,132,0.082,0.2447,21547
지도 200,196,,Clean,Strawberry Fields,2025,[단독기획] 클린 스트로베리필즈 EDP 60ml+10ML 롤러볼 증정 기획/ 단품 중 택1,Clean,1,fruity · rose · floral,fruity(100) · sweet(88) · musky(79),여름,낮 우세,공용,사람 확정,1,,134,,0.1236,0.358,104123
지도 200,197,,Huxley,Port Breathe,,헉슬리 퍼퓸 포트브레스 15ml,Huxley,2,fresh spicy · aromatic · citrus,citrus(100) · aromatic(50) · fresh spicy(40),,,공용,자동 판정,1,,135,,0.7028,0.0816,132011
지도 200,198,,Tenui,Bare,,오 드 퍼퓸 베어 10ml,Tenui,2,fresh spicy · aromatic · citrus,woody(100) · aromatic(88) · musky(63),,,공용,자동 판정,1,136,,,0.8224,0.4361,114281
지도 200,199,,Kuoca,Wild Peach,2025,와일드피치 오 드 퍼퓸 50ml,Kuoca,1,fruity · rose · floral,citrus(100) · fruity(84) · woody(75),,,공용,자동 판정,1,138,,,0.6103,0.315,114188
지도 200,200,,Adidas,Happy Feels,2024,[김재원PICK] 아디다스 해피필즈 EDP (30ml/100ml),Adidas,6,white floral · animalic · fresh,white floral(100) · citrus(92) · soft spicy(44),여름,낮 우세,공용,자동 판정,1,,138,,0.5532,0.0379,98469
예비 20,201,,Replay,#Tank Plate for Him,2018,리플레이 탱크 플레이트 포 맨 오드뚜왈렛 30ml,Replay,,,,,,,사람 확정,1,,,139,,,50767
예비 20,202,,TUMI,Awaken,2020,[투미] 어웨이큰 08:00 오드퍼퓸 100ml | 투미 어웨이큰 08:00 오드퍼퓸 30ml,TUMI,,,,,,,사람 확정,1,,,141,,,62766
예비 20,203,,Replay,Source of Life Woman,2023,[리플레이] 소스 오브 라이프 포 우먼 오드퍼퓸 100ml | 리플레이 소스 오브 라이프 포 우먼 오드퍼퓸 30ml,Replay,,,,,,,사람 확정,1,,,142,,,88050
예비 20,204,,Trussardi,The Italian Artists of Via Solferino,2022,[트루사르디] 르비드밀라노 디이탈리안 아티스트 오브 비아솔페리노EDP 100ml,Trussardi,,,,,,,사람 확정,1,,,143,,,73547
예비 20,205,,Trussardi,District of Nolo,2023,[트루사르디] 르비드밀라노 디스트릭트 오브 노로 EDP 100ml,Trussardi,,,,,,,사람 확정,1,,,151,,,80039
예비 20,206,,Montale,Vanille Absolu,2008,[몽탈] 바닐 압솔뤼 오드퍼퓸 100ml (바이알 3종),Montale,,,,,,,사람 확정,1,,,154,,,4064
예비 20,207,,SW19,5pm,2026,SW19 5pm 오 드 퍼퓸 12ml | SW19 5pm 오 드 퍼퓸 50ml,SW19,,,,,,,자동 판정,1,155,,,,,133967
예비 20,208,,Tenui,Feather,,오 드 퍼퓸 페더 10ml,Tenui,,,,,,,자동 판정,1,156,,,,,114286
예비 20,209,,Addct,Void Wood,,에이딕트 오 드 퍼퓸 보이드 우드 50ml,Addct,,,,,,,사람 검토,1,,158,,,,131211
예비 20,210,,Mancera,Amber Fever,2019,[만세라] 엠버 피버 오드퍼퓸 60ml (바이알 3종) | [만세라] 엠버 피버 오드퍼퓸 120ml (바이알 3종),Mancera,,,,,,,사람 확정,1,,,163,,,57879
예비 20,211,,Dolce&Gabbana,Light Blue pour Homme,2007,[베스트/리뉴얼] 돌체앤가바나 라이트블루 뿌르 옴므 EDT 100ml ‖ [NEW/리뉴얼] 돌체앤가바나 라이트블루 뿌르 옴므 EDT 50ml,Dolce&Gabbana,,,,,,,사람 확정,2,,170,,,,1068
예비 20,212,,Montale,Day Dreams,2017,[몽탈] 데이 드림즈 오드퍼퓸 100ml (바이알 3종),Montale,,,,,,,사람 확정,1,,,171,,,45055
예비 20,213,,SW19,6am,2024,SW19 6am 오 드 퍼퓸 50ml | SW19 6am 오 드 퍼퓸 12ml,SW19,,,,,,,자동 판정,1,172,,,,,93864
예비 20,214,,Trussardi,Behind The Curtain Piazza Alla Scala,2020,[트루사르디] 르비드밀라노 비하인드 더 커튼 피아차 라스칼라 EDP 100ml ‖ [트루사르디] 르비드밀라노 비하인더커튼 피아차 라스칼라EDP 100ml,Trussardi,,,,,,,사람 확정,2,,,172,,,59828
예비 20,215,,Trussardi,I Vicoli Via Fiori Chiari,2020,[트루사르디] 르비드밀라노 아이비콜리 피오리 치아리 EDP 100ml ‖ [트루사르디] 르비드밀라노 아이비콜리 비아 피오리 치아리EDP 100ml,Trussardi,,,,,,,사람 확정,2,,,173,,,59830
예비 20,216,,Trussardi,Walking in Porta Venezia,2022,[트루사르디] 르비드밀라노 워킹인 포르타 베네치아 EDP 100ml,Trussardi,,,,,,,사람 확정,1,,,174,,,73546
예비 20,217,,Lanvin,Éclat d’Arpège White Tea,2026,"랑방 에끌라 드 아르페쥬 화이트 티 EDP 50ml (단품,기획)",Lanvin,,,,,,,사람 확정,1,,178,,,,131298
예비 20,218,,Issey Miyake,Lumière d’Issey,2026,이세이미야케 뤼미에르 디세이 EDP (30ml/50ml),Issey Miyake,,,,,,,사람 검토,1,,180,,,,125424
예비 20,219,,Montblanc,Legend Spirit,2016,몽블랑 레전드 스피릿 EDT 50ml | 몽블랑 레전드 스피릿 EDT 30ml,Montblanc,,,,,,,사람 검토,1,,181,,,,33443
예비 20,220,,Narciso Rodriguez,Narciso Rodriguez For Her,2003,나르시소 로드리게즈 포 허 EDT (30ml/50ml),Narciso Rodriguez,,,,,,,사람 검토,1,,182,,,,209
