raw_note,canonical_note,relation,evidence_source,reason,manual_review_required
Nutmeg Flower,Nutmeg Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Redwood,Redwood,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Rosebud,Rosebud,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Storax,Storax,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Strawberry Syrup,Strawberry Syrup,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Bougainvillea,Bougainvillea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
False Jasmine,False Jasmine,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Jackfruit,Jackfruit,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Amaranth,Amaranth,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Amber Oil,Amber Oil,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Asafoetida,Asafoetida,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Banana Flower,Banana Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Bluebell,Bluebell,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Brazil nut,Brazil nut,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Canadian balsam,Canadian balsam,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Chinese Cinnamon Wood,Chinese Cinnamon Wood,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Chinese Peony,Chinese Peony,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cloudberry,Cloudberry,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Coffee CO2,Coffee CO2,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Dihydromyrcenol,Dihydromyrcenol,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Guarana,Guarana,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Iran Galbanum,Iran Galbanum,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Iris Petals,Iris Petals,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Japanese Loquat,Japanese Loquat,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mahonia,Mahonia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mirabilis,Mirabilis,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Muhuhu,Muhuhu,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mystikal,Mystikal,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Nag Champa,Nag Champa,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Rice Basmati,Rice Basmati,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sea Buckthorn,Sea Buckthorn,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sea Daffodil,Sea Daffodil,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Soybean,Soybean,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sycamore,Sycamore,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
White Willow,White Willow,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Yellow Plum,Yellow Plum,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Arabian Spices,Arabian Spices,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Bay essence,Bay essence,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Aquozone,Aquozone,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Argentinian Lemon,Argentinian Lemon,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Azalea,Azalea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Beetroot,Beetroot,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Borneol,Borneol,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Bourbon Rose,Bourbon Rose,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Boysenberry,Boysenberry,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cananga,Cananga,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cashew,Cashew,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Coral Reef,Coral Reef,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Florida Grapefruit,Florida Grapefruit,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Fruity and Spicy Notes,Fruity and Spicy Notes,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Grape leaves,Grape leaves,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Hazelnut cocoa spread,Hazelnut cocoa spread,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Hyraceum,Hyraceum,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Jade Flower,Jade Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pepperwood or Hercules Club,Pepperwood or Hercules Club,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Rangoon Creeper,Rangoon Creeper,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Rice Flower,Rice Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Star apple,Star apple,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Strelitzia,Strelitzia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Wasabi,Wasabi,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Yeast,Yeast,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Avocado,Avocado,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Michelia,Michelia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Beer,Beer,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Bulgarian Light Tobacco,Bulgarian Light Tobacco,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Calamansi,Calamansi,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Californian Lemon,Californian Lemon,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cone Waffle,Cone Waffle,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cork,Cork,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Darjeeling Tea,Darjeeling Tea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Eglantine Rose,Eglantine Rose,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Green Nard,Green Nard,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Japanese Cypress,Japanese Cypress,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Japanese Green Tea,Japanese Green Tea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Lotus Leaf,Lotus Leaf,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mousse de Saxe,Mousse de Saxe,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Myrrh Oil,Myrrh Oil,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Papaya flower,Papaya flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Paramela,Paramela,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pepper Oil,Pepper Oil,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pink Nerium Oleander,Pink Nerium Oleander,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sicilian Bitter Orange,Sicilian Bitter Orange,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sweet Pepper,Sweet Pepper,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
White Carnation,White Carnation,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Yellow Rose,Yellow Rose,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pancake,Pancake,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Apple juice,Apple juice,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Argan,Argan,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Baileys Irish Cream,Baileys Irish Cream,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Barberry,Barberry,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Canadian Fir,Canadian Fir,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Carambola,Carambola,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cherry Tree,Cherry Tree,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Chocolate Flower,Chocolate Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cubeb or Tailed pepper,Cubeb or Tailed pepper,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Desert Rose,Desert Rose,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ember,Ember,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Flouve,Flouve,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Goldenrod,Goldenrod,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Grapefruit Peel,Grapefruit Peel,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Green Sap,Green Sap,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Gummy Candies,Gummy Candies,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Iced Tea,Iced Tea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Italian Violet,Italian Violet,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Jabuticaba,Jabuticaba,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Jasmine Orchid,Jasmine Orchid,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Laminaria,Laminaria,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Lysylang,Lysylang,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Peach Leaf,Peach Leaf,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pinot Noir grapes,Pinot Noir grapes,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ravensara,Ravensara,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sicilian Citruses,Sicilian Citruses,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Silver,Silver,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sweat,Sweat,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Tulle Accord,Tulle Accord,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Yellow Flowers,Yellow Flowers,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sparkling Water,Sparkling Water,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
African Violet,African Violet,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Blackberry leaf,Blackberry leaf,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Buddha's hand,Buddha's hand,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Calla Lily,Calla Lily,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Columbian Coffee,Columbian Coffee,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Daim,Daim,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Decalepis hamiltonii,Decalepis hamiltonii,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Deer Musk,Deer Musk,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Green Grape,Green Grape,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Green Lily,Green Lily,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Habanolide®,Habanolide®,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Icing pink,Icing pink,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Indonesian Oud,Indonesian Oud,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ionones,Ionones,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Lava,Lava,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Madeleine,Madeleine,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Mezcal,Mezcal,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Milkshake,Milkshake,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Moon Flower,Moon Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pear Ice Cream,Pear Ice Cream,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Plum Tree,Plum Tree,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Red Litchi,Red Litchi,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Rue,Rue,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sapodilla,Sapodilla,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Tea Tree Oil,Tea Tree Oil,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Wet Stone,Wet Stone,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
White Grape,White Grape,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Williams Pear,Williams Pear,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
African Marigold,African Marigold,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Agave nectar,Agave nectar,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Angels Trumpet,Angel's Trumpet,SAME_CONCEPT,Fragrantica internal vocabulary; case/space/hyphen/punctuation rule,Existing raw labels differ only by a case/space/hyphen/punctuation form; an existing representative raw label is retained.,False
Black hemlock or Tsuga,Black hemlock or Tsuga,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Brioche,Brioche,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Carnation leaves,Carnation leaves,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cherry Syrup,Cherry Syrup,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Chinese Tea,Chinese Tea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Daphne,Daphne,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Elderflower,Elderflower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Flour,Flour,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Fresh Evergreen,Fresh Evergreen,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Guava blossom,Guava blossom,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Hawaiian Jasmine,Hawaiian Jasmine,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Indian Vanilla,Indian Vanilla,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Industrial glue,Industrial glue,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Melissa Flower,Melissa Flower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Motor Oil,Motor Oil,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Passion Fruit,Passion Fruit,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Prunella,Prunella,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Pu'er tea,Pu'er tea,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sylkolide,Sylkolide,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Varnish Accord,Varnish Accord,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Wild Strawberry Leaf,Wild Strawberry Leaf,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Wine Lees,Wine Lees,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
grapeflower,grapeflower,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Ambretone,Ambretone,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Apple Tree Blossom,Apple Tree Blossom,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Australian Blue Cypress,Australian Blue Cypress,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Betel Pepper,Betel Pepper,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Brazilian Mandarin,Brazilian Mandarin,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Calendula,Calendula,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cheesecake,Cheesecake,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cigarette,Cigarette,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Clean notes,Clean notes,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Coca,Coca,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Confetti (Sugared Almonds),Confetti (Sugared Almonds),CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Cosmone,Cosmone,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Crithmum,Crithmum,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Dianthus,Dianthus,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Dried Apple Crisp,Dried Apple Crisp,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Freesia Petals,Freesia Petals,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Fuchsia,Fuchsia,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Gelato,Gelato,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Grapefruit Leaf,Grapefruit Leaf,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Iodine,Iodine,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
"Ishpink, Ocotea Quixos","Ishpink, Ocotea Quixos",CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Jatamansi or Spikenard,Jatamansi or Spikenard,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Karo-Korund,Karo-Korund,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Limetta,Limetta,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Massoia Wood,Massoia Wood,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Melilot or Sweet Clover,Melilot or Sweet Clover,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
PepperwoodTM,PepperwoodTM,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Serenolide,Serenolide,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Spray Paint,Spray Paint,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Toast,Toast,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Rhum Agricole,Rhum Agricole,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Sumac,Sumac,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Arnica,Arnica,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Black locust Honey,Black locust Honey,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Burnt Match,Burnt Match,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
Butterfly Orchid,Butterfly Orchid,CANONICAL,17_fragrantica_note_vocabulary.csv,No confirmed duplicate expression; retained as its own canonical concept.,False
