fragrantica_id,brand,name,note,note_type,rank
54976,Rance 1795,Désirée,Myrtle,middle,12
54976,Rance 1795,Désirée,Angelica,middle,13
54976,Rance 1795,Désirée,White Musk,base,14
54976,Rance 1795,Désirée,Citrus Blossom,base,15
54976,Rance 1795,Désirée,Cedar,base,16
54976,Rance 1795,Désirée,Amber,base,17
104985,Dolce&Gabbana,Light Blue Eau de Toilette,Sicilian Lemon,top,1
104985,Dolce&Gabbana,Light Blue Eau de Toilette,Granny Smith apple,top,2
104985,Dolce&Gabbana,Light Blue Eau de Toilette,Cedar,top,3
104985,Dolce&Gabbana,Light Blue Eau de Toilette,Bellflower,top,4
104985,Dolce&Gabbana,Light Blue Eau de Toilette,Jasmine,middle,5
104985,Dolce&Gabbana,Light Blue Eau de Toilette,Bamboo,middle,6
104985,Dolce&Gabbana,Light Blue Eau de Toilette,Rose,middle,7
104985,Dolce&Gabbana,Light Blue Eau de Toilette,Cedarwood,base,8
104985,Dolce&Gabbana,Light Blue Eau de Toilette,Musk,base,9
104985,Dolce&Gabbana,Light Blue Eau de Toilette,Amber,base,10
87956,Rance 1795,Mathilde,Lily of the Valley,top,1
87956,Rance 1795,Mathilde,Violet Leaf,top,2
87956,Rance 1795,Mathilde,Narcissus,top,3
87956,Rance 1795,Mathilde,Ylang-Ylang,top,4
87956,Rance 1795,Mathilde,Neroli,top,5
87956,Rance 1795,Mathilde,Rose,middle,6
87956,Rance 1795,Mathilde,Passionfruit,middle,7
87956,Rance 1795,Mathilde,Jasmine,middle,8
87956,Rance 1795,Mathilde,Tangerine,middle,9
87956,Rance 1795,Mathilde,Papaya,middle,10
87956,Rance 1795,Mathilde,Angelica Root,middle,11
87956,Rance 1795,Mathilde,Bourbon Vanilla,base,12
87956,Rance 1795,Mathilde,Musk,base,13
87956,Rance 1795,Mathilde,Iris,base,14
87956,Rance 1795,Mathilde,Sandalwood,base,15
87956,Rance 1795,Mathilde,Palisander Rosewood,base,16
95642,Issey Miyake,Le Sel d’Issey,Sea Salt,top,1
95642,Issey Miyake,Le Sel d’Issey,Ginger,top,2
95642,Issey Miyake,Le Sel d’Issey,Seaweed,middle,3
95642,Issey Miyake,Le Sel d’Issey,Vetiver,middle,4
95642,Issey Miyake,Le Sel d’Issey,Cedarwood,base,5
95642,Issey Miyake,Le Sel d’Issey,Oakmoss,base,6
50790,Essential Parfums,The Musc,Musk,flat,1
50790,Essential Parfums,The Musc,Beeswax,flat,2
50790,Essential Parfums,The Musc,Lavender,flat,3
50790,Essential Parfums,The Musc,Sandalwood,flat,4
50790,Essential Parfums,The Musc,Ginger,flat,5
50786,Essential Parfums,Orange X Santal,Bitter Orange,flat,1
50786,Essential Parfums,Orange X Santal,Australian Sandalwood,flat,2
50786,Essential Parfums,Orange X Santal,Cypress,flat,3
50786,Essential Parfums,Orange X Santal,Basil,flat,4
50786,Essential Parfums,Orange X Santal,Oakmoss,flat,5
121230,Elizabeth Arden,Green Tea Strawberry Basil,Strawberry,top,1
121230,Elizabeth Arden,Green Tea Strawberry Basil,Herbal Notes,top,2
121230,Elizabeth Arden,Green Tea Strawberry Basil,Basil,top+middle,3
121230,Elizabeth Arden,Green Tea Strawberry Basil,Green Tea,middle,4
121230,Elizabeth Arden,Green Tea Strawberry Basil,Wild Strawberry,middle,5
121230,Elizabeth Arden,Green Tea Strawberry Basil,Ivy,base,6
121230,Elizabeth Arden,Green Tea Strawberry Basil,Musk,base,7
121230,Elizabeth Arden,Green Tea Strawberry Basil,Birch,base,8
121230,Elizabeth Arden,Green Tea Strawberry Basil,Galbanum,base,9
3024,Clean,Clean Warm Cotton,Citruses,top,1
3024,Clean,Clean Warm Cotton,Lemon Verbena,top,2
3024,Clean,Clean Warm Cotton,Sea Notes,middle,3
3024,Clean,Clean Warm Cotton,Orange Blossom,middle,4
3024,Clean,Clean Warm Cotton,Fruits,middle,5
3024,Clean,Clean Warm Cotton,Musk,base,6
3024,Clean,Clean Warm Cotton,Fern,base,7
3024,Clean,Clean Warm Cotton,Amber,base,8
73092,Essential Parfums,Fig Infusion,Fig,flat,1
73092,Essential Parfums,Fig Infusion,Sandalwood,flat,2
73092,Essential Parfums,Fig Infusion,Black Tea,flat,3
73092,Essential Parfums,Fig Infusion,Cedar,flat,4
73092,Essential Parfums,Fig Infusion,Mandarin Orange,flat,5
73092,Essential Parfums,Fig Infusion,Orange Blossom,flat,6
73092,Essential Parfums,Fig Infusion,Clementine,flat,7
73092,Essential Parfums,Fig Infusion,Benzoin,flat,8
73092,Essential Parfums,Fig Infusion,Freesia,flat,9
106299,BMW Fragrances,Amberness,Guatemalan Cardamom,top,1
106299,BMW Fragrances,Amberness,Clary Sage,top,2
106299,BMW Fragrances,Amberness,Bergamot,top,3
106299,BMW Fragrances,Amberness,Geranium,middle,4
106299,BMW Fragrances,Amberness,Madagascar Vanilla,middle,5
106299,BMW Fragrances,Amberness,Haitian Vetiver,middle,6
106299,BMW Fragrances,Amberness,Ambroxan,base,7
106299,BMW Fragrances,Amberness,Australian Sandalwood,base,8
31436,Parfums Berdoues,Assam of India,Lemon,top,1
31436,Parfums Berdoues,Assam of India,Indian Tea,middle,2
31436,Parfums Berdoues,Assam of India,Sandalwood,base,3
890,Ralph Lauren,Polo,Juniper Berries,top,1
890,Ralph Lauren,Polo,Basil,top,2
890,Ralph Lauren,Polo,Artemisia,top,3
890,Ralph Lauren,Polo,Caraway,top,4
890,Ralph Lauren,Polo,Coriander,top,5
890,Ralph Lauren,Polo,Bergamot,top,6
890,Ralph Lauren,Polo,Pine Tree Needles,middle,7
890,Ralph Lauren,Polo,Leather,middle,8
890,Ralph Lauren,Polo,Chamomile,middle,9
890,Ralph Lauren,Polo,Pepper,middle,10
890,Ralph Lauren,Polo,Carnation,middle,11
890,Ralph Lauren,Polo,Geranium,middle,12
890,Ralph Lauren,Polo,Jasmine,middle,13
890,Ralph Lauren,Polo,Rose,middle,14
890,Ralph Lauren,Polo,Tobacco,base,15
890,Ralph Lauren,Polo,Oakmoss,base,16
890,Ralph Lauren,Polo,Patchouli,base,17
890,Ralph Lauren,Polo,Cedar,base,18
890,Ralph Lauren,Polo,Vetiver,base,19
890,Ralph Lauren,Polo,Musk,base,20
890,Ralph Lauren,Polo,Amber,base,21
72796,Mancera,Intense Cedrat Boise,Sicilian Citruses,top,1
72796,Mancera,Intense Cedrat Boise,Black Currant,top,2
72796,Mancera,Intense Cedrat Boise,Spices,top,3
72796,Mancera,Intense Cedrat Boise,Leather,middle,4
72796,Mancera,Intense Cedrat Boise,White Sandalwood,middle,5
72796,Mancera,Intense Cedrat Boise,Cambodian Oud,middle,6
72796,Mancera,Intense Cedrat Boise,Patchouli Leaf,middle,7
72796,Mancera,Intense Cedrat Boise,Jasmine,middle,8
72796,Mancera,Intense Cedrat Boise,Ambergris,base,9
72796,Mancera,Intense Cedrat Boise,Oakmoss,base,10
72796,Mancera,Intense Cedrat Boise,White Musk,base,11
72796,Mancera,Intense Cedrat Boise,Vanilla,base,12
98468,Adidas,Spark Up,Sweet Orange,flat,1
98468,Adidas,Spark Up,Pink Pepper,flat,2
98468,Adidas,Spark Up,Lemon,flat,3
98468,Adidas,Spark Up,Geranium,flat,4
59392,Banana Republic,Dark Cherry & Amber,Sour Cherry,top,1
59392,Banana Republic,Dark Cherry & Amber,Pink Freesia,top,2
59392,Banana Republic,Dark Cherry & Amber,Cherry Blossom,middle,3
59392,Banana Republic,Dark Cherry & Amber,Praline,middle,4
59392,Banana Republic,Dark Cherry & Amber,Red Amber,base,5
59392,Banana Republic,Dark Cherry & Amber,Cedar,base,6
60320,Replay,Signature Lovers for Woman,Raspberry,top,1
60320,Replay,Signature Lovers for Woman,Pink Pepper,top,2
60320,Replay,Signature Lovers for Woman,Mandarin Orange,top,3
60320,Replay,Signature Lovers for Woman,Bergamot,top,4
60320,Replay,Signature Lovers for Woman,Gardenia,middle,5
60320,Replay,Signature Lovers for Woman,Rose,middle,6
60320,Replay,Signature Lovers for Woman,Jasmine Sambac,middle,7
60320,Replay,Signature Lovers for Woman,Ylang-Ylang,middle,8
60320,Replay,Signature Lovers for Woman,Amberwood,base,9
60320,Replay,Signature Lovers for Woman,Patchouli,base,10
60320,Replay,Signature Lovers for Woman,Vanilla Orchid,base,11
60320,Replay,Signature Lovers for Woman,Sandalwood,base,12
54885,Mancera,Instant Crush,Saffron,top,1
54885,Mancera,Instant Crush,Ginger,top,2
54885,Mancera,Instant Crush,Sicilian Mandarin,top,3
54885,Mancera,Instant Crush,Sicilian Bergamot,top,4
54885,Mancera,Instant Crush,Amberwood,middle,5
54885,Mancera,Instant Crush,Moroccan Rose,middle,6
54885,Mancera,Instant Crush,Egyptian Jasmine,middle,7
54885,Mancera,Instant Crush,Indonesian Patchouli Leaf,middle,8
54885,Mancera,Instant Crush,Madagascar Vanilla,base,9
54885,Mancera,Instant Crush,White Musk,base,10
54885,Mancera,Instant Crush,Sandalwood,base,11
54885,Mancera,Instant Crush,Oakmoss,base,12
122211,Narciso Rodriguez,Pure Musc Blanc For Her,Clean notes,top,1
122211,Narciso Rodriguez,Pure Musc Blanc For Her,Aldehydes,top,2
122211,Narciso Rodriguez,Pure Musc Blanc For Her,Jasmine,top,3
122211,Narciso Rodriguez,Pure Musc Blanc For Her,Bergamot,top,4
122211,Narciso Rodriguez,Pure Musc Blanc For Her,Musk,middle,5
122211,Narciso Rodriguez,Pure Musc Blanc For Her,White Flowers,middle,6
122211,Narciso Rodriguez,Pure Musc Blanc For Her,Vanilla,base,7
122211,Narciso Rodriguez,Pure Musc Blanc For Her,Cedarwood,base,8
122211,Narciso Rodriguez,Pure Musc Blanc For Her,Amber,base,9
10728,Rance 1795,Helene,Neroli,top,1
10728,Rance 1795,Helene,Ylang-Ylang,top,2
10728,Rance 1795,Helene,Cardamom,top,3
10728,Rance 1795,Helene,Cinnamon,top,4
10728,Rance 1795,Helene,Orange Blossom,middle,5
10728,Rance 1795,Helene,Tonka Bean,middle,6
10728,Rance 1795,Helene,Jasmine Sambac,middle,7
10728,Rance 1795,Helene,Rose,middle,8
10728,Rance 1795,Helene,Heliotrope,base,9
10728,Rance 1795,Helene,Sandalwood,base,10
10728,Rance 1795,Helene,Musk,base,11
10728,Rance 1795,Helene,Iris,base,12
10728,Rance 1795,Helene,Benzoin,base,13
76893,Mancera,Tonka Cola,Cinnamon,top,1
76893,Mancera,Tonka Cola,Cherry,top,2
76893,Mancera,Tonka Cola,Sicilian Lemon,top,3
76893,Mancera,Tonka Cola,Nutmeg,top,4
76893,Mancera,Tonka Cola,Coca-Cola,middle,5
76893,Mancera,Tonka Cola,Indonesian Patchouli Leaf,middle,6
76893,Mancera,Tonka Cola,Orange Blossom,middle,7
76893,Mancera,Tonka Cola,Tonka Bean,base,8
76893,Mancera,Tonka Cola,Vanilla,base,9
76893,Mancera,Tonka Cola,Benzoin,base,10
76893,Mancera,Tonka Cola,Labdanum,base,11
94718,Kenneth Cole,Mankind Rise,Australian Blue Cypress,top,1
94718,Kenneth Cole,Mankind Rise,Mandarin,top,2
94718,Kenneth Cole,Mankind Rise,Eucalyptus,top,3
94718,Kenneth Cole,Mankind Rise,Apple,middle,4
94718,Kenneth Cole,Mankind Rise,Tonka,middle,5
94718,Kenneth Cole,Mankind Rise,Ginger,middle,6
94718,Kenneth Cole,Mankind Rise,Cedarwood,base,7
94718,Kenneth Cole,Mankind Rise,Sandalwood,base,8
94718,Kenneth Cole,Mankind Rise,Haitian Vetiver,base,9
115749,BMW Fragrances,BMW M 2025,Cinnamon,top,1
115749,BMW Fragrances,BMW M 2025,Pink Pepper,top,2
115749,BMW Fragrances,BMW M 2025,Italian Lemon,top,3
115749,BMW Fragrances,BMW M 2025,Lavender,middle,4
115749,BMW Fragrances,BMW M 2025,Bourbon Geranium,middle,5
115749,BMW Fragrances,BMW M 2025,Sea Notes,middle,6
115749,BMW Fragrances,BMW M 2025,Ozonic notes,middle,7
115749,BMW Fragrances,BMW M 2025,Patchouli,base,8
115749,BMW Fragrances,BMW M 2025,Norlimbanol™,base,9
115749,BMW Fragrances,BMW M 2025,Amberwood,base,10
109565,Sennok,Soap Clean Soap,Aldehydes,top,1
109565,Sennok,Soap Clean Soap,Bergamot,top,2
109565,Sennok,Soap Clean Soap,Mint,top,3
109565,Sennok,Soap Clean Soap,White Musk,middle,4
109565,Sennok,Soap Clean Soap,Jasmine,middle,5
109565,Sennok,Soap Clean Soap,Rose,middle,6
109565,Sennok,Soap Clean Soap,Musk,base,7
109565,Sennok,Soap Clean Soap,Sandalwood,base,8
75731,Mancera,Fabulous Yuzu,Yuzu,top,1
75731,Mancera,Fabulous Yuzu,Lemon,top,2
75731,Mancera,Fabulous Yuzu,Mandarin Orange,top,3
75731,Mancera,Fabulous Yuzu,Cinnamon,top,4
75731,Mancera,Fabulous Yuzu,Vetiver Root,middle,5
75731,Mancera,Fabulous Yuzu,Mimosa,middle,6
75731,Mancera,Fabulous Yuzu,Jasmine,middle,7
75731,Mancera,Fabulous Yuzu,Mysore Sandalwood,base,8
75731,Mancera,Fabulous Yuzu,Vanila,base,9
75731,Mancera,Fabulous Yuzu,Tonka Bean,base,10
4849,Philosophy,Amazing Grace,Bergamot,top,1
4849,Philosophy,Amazing Grace,Grapefruit,top,2
4849,Philosophy,Amazing Grace,Mandarin Orange,top,3
4849,Philosophy,Amazing Grace,Freesia,middle,4
4849,Philosophy,Amazing Grace,Jasmine,middle,5
4849,Philosophy,Amazing Grace,Rose,middle,6
4849,Philosophy,Amazing Grace,Musk,base,7
42782,Mancera,Coco Vanille,Coconut,top,1
42782,Mancera,Coco Vanille,White Peach,top,2
42782,Mancera,Coco Vanille,Tiare Flower,middle,3
42782,Mancera,Coco Vanille,Ylang-Ylang,middle,4
42782,Mancera,Coco Vanille,Jasmine,middle,5
42782,Mancera,Coco Vanille,Madagascar Vanilla,base,6
42782,Mancera,Coco Vanille,White Musk,base,7
42782,Mancera,Coco Vanille,Woody Notes,base,8
16657,Versace,Eros,Mint,top,1
16657,Versace,Eros,Green Apple,top,2
16657,Versace,Eros,Lemon,top,3
16657,Versace,Eros,Tonka Bean,middle,4
16657,Versace,Eros,Ambroxan,middle,5
16657,Versace,Eros,Geranium,middle,6
16657,Versace,Eros,Madagascar Vanilla,base,7
16657,Versace,Eros,Virginian Cedar,base,8
16657,Versace,Eros,Atlas Cedar,base,9
16657,Versace,Eros,Vetiver,base,10
16657,Versace,Eros,Oakmoss,base,11
122669,Coach,Coach Cherry,Cherry,top,1
122669,Coach,Coach Cherry,Pink Pepper,top,2
122669,Coach,Coach Cherry,Italian Mandarin,top,3
122669,Coach,Coach Cherry,Jasmine Sambac,middle,4
122669,Coach,Coach Cherry,Magnolia,middle,5
122669,Coach,Coach Cherry,Rose,middle,6
122669,Coach,Coach Cherry,Tonka,base,7
122669,Coach,Coach Cherry,Ambrofix™,base,8
122669,Coach,Coach Cherry,Patchouli,base,9
122669,Coach,Coach Cherry,Verbena,base,10
76824,Sabrina Carpenter,Sweet Tooth,Marshamallow,top,1
76824,Sabrina Carpenter,Sweet Tooth,Chocolate,top,2
76824,Sabrina Carpenter,Sweet Tooth,Candied Ginger,top,3
76824,Sabrina Carpenter,Sweet Tooth,Bergamot,top,4
76824,Sabrina Carpenter,Sweet Tooth,Madagascar Vanilla,middle,5
76824,Sabrina Carpenter,Sweet Tooth,Coconut Milk,middle,6
76824,Sabrina Carpenter,Sweet Tooth,Jasmine,middle,7
76824,Sabrina Carpenter,Sweet Tooth,Whipped Cream,base,8
76824,Sabrina Carpenter,Sweet Tooth,Sugar,base,9
76824,Sabrina Carpenter,Sweet Tooth,Musk,base,10
76824,Sabrina Carpenter,Sweet Tooth,Cashmere Wood,base,11
42670,Mancera,Sicily,Mandarin Orange,top,1
42670,Mancera,Sicily,Grapefruit,top,2
42670,Mancera,Sicily,Peach,top,3
42670,Mancera,Sicily,Pineapple,top,4
42670,Mancera,Sicily,Bergamot,top,5
42670,Mancera,Sicily,Apple,top,6
42670,Mancera,Sicily,Jasmine,middle,7
42670,Mancera,Sicily,Ylang-Ylang,middle,8
42670,Mancera,Sicily,Violet,middle,9
42670,Mancera,Sicily,Rose,middle,10
42670,Mancera,Sicily,White Musk,base,11
42670,Mancera,Sicily,Woody Notes,base,12
18042,Mancera,Roses Greedy,Peach,top,1
18042,Mancera,Roses Greedy,Black Currant,top,2
18042,Mancera,Roses Greedy,Mandarin Orange,top,3
18042,Mancera,Roses Greedy,Pink Pepper,top,4
18042,Mancera,Roses Greedy,Coconut,top,5
18042,Mancera,Roses Greedy,Rose,middle,6
18042,Mancera,Roses Greedy,Flowers,middle,7
18042,Mancera,Roses Greedy,Jasmine,middle,8
18042,Mancera,Roses Greedy,White Musk,base,9
18042,Mancera,Roses Greedy,Sugar,base,10
18042,Mancera,Roses Greedy,Vanilla,base,11
18042,Mancera,Roses Greedy,Amber,base,12
18042,Mancera,Roses Greedy,Benzoin,base,13
99134,Luafee,"Oh, Love",Bergamot,top,1
99134,Luafee,"Oh, Love",Black Pepper,top,2
99134,Luafee,"Oh, Love",Orange,top,3
99134,Luafee,"Oh, Love",Peach,top,4
99134,Luafee,"Oh, Love",Lily of the Valley,middle,5
99134,Luafee,"Oh, Love",Rosemary,middle,6
99134,Luafee,"Oh, Love",White Rose,middle,7
99134,Luafee,"Oh, Love",Jasmine,middle,8
99134,Luafee,"Oh, Love",Musk,base,9
99134,Luafee,"Oh, Love",Amber,base,10
99134,Luafee,"Oh, Love",Sandalwood,base,11
74636,Mancera,French Riviera,Lemon,top,1
74636,Mancera,French Riviera,Orange,top,2
74636,Mancera,French Riviera,Tangerine,top,3
74636,Mancera,French Riviera,Ginger,top,4
74636,Mancera,French Riviera,Pepper,top,5
74636,Mancera,French Riviera,Sea Notes,middle,6
74636,Mancera,French Riviera,Tiare Flower,middle,7
74636,Mancera,French Riviera,Pine Tree,middle,8
74636,Mancera,French Riviera,Mimosa,middle,9
74636,Mancera,French Riviera,Vetiver,middle,10
74636,Mancera,French Riviera,Sea Salt,base,11
74636,Mancera,French Riviera,White Musk,base,12
74636,Mancera,French Riviera,Amber,base,13
1198,Ralph Lauren,Polo Blue,Cucumber,top,1
1198,Ralph Lauren,Polo Blue,Melon,top,2
1198,Ralph Lauren,Polo Blue,Mandarin Orange,top,3
1198,Ralph Lauren,Polo Blue,Basil,middle,4
1198,Ralph Lauren,Polo Blue,Sage,middle,5
1198,Ralph Lauren,Polo Blue,Geranium,middle,6
1198,Ralph Lauren,Polo Blue,Suede,base,7
1198,Ralph Lauren,Polo Blue,Woodsy Notes,base,8
1198,Ralph Lauren,Polo Blue,Musk,base,9
4023,Montblanc,Starwalker,Bamboo,top,1
4023,Montblanc,Starwalker,Bergamot,top,2
4023,Montblanc,Starwalker,Mandarin Orange,top,3
4023,Montblanc,Starwalker,White Musk,middle,4
4023,Montblanc,Starwalker,Sandalwood,middle,5
4023,Montblanc,Starwalker,Cedar,middle,6
4023,Montblanc,Starwalker,Ginger,base,7
4023,Montblanc,Starwalker,Fir Resin,base,8
4023,Montblanc,Starwalker,Nutmeg,base,9
4023,Montblanc,Starwalker,Amber,base,10
43531,Etat Libre d'Orange,You Or Someone Like You,Mint,top,1
43531,Etat Libre d'Orange,You Or Someone Like You,Grapefruit,top,2
43531,Etat Libre d'Orange,You Or Someone Like You,Bergamot,top,3
43531,Etat Libre d'Orange,You Or Someone Like You,Anise,top,4
43531,Etat Libre d'Orange,You Or Someone Like You,Green Notes,middle,5
43531,Etat Libre d'Orange,You Or Someone Like You,Cassis,middle,6
43531,Etat Libre d'Orange,You Or Someone Like You,Rose,middle,7
43531,Etat Libre d'Orange,You Or Someone Like You,Hedione,middle,8
43531,Etat Libre d'Orange,You Or Someone Like You,White Musk,base,9
129391,Calvin Klein,CK One Night Essence,Iris,top,1
129391,Calvin Klein,CK One Night Essence,Shiso,top,2
129391,Calvin Klein,CK One Night Essence,Cardamom,top,3
129391,Calvin Klein,CK One Night Essence,Tea,middle,4
129391,Calvin Klein,CK One Night Essence,Patchouli,middle,5
129391,Calvin Klein,CK One Night Essence,Suede,middle,6
129391,Calvin Klein,CK One Night Essence,Sandalwood,base,7
129391,Calvin Klein,CK One Night Essence,Musk,base,8
129391,Calvin Klein,CK One Night Essence,Amber,base,9
123059,RboW,Tokyo Fig,Fig,top+middle,1
123059,RboW,Tokyo Fig,Mandarin,top,2
123059,RboW,Tokyo Fig,Salt,top,3
123059,RboW,Tokyo Fig,Jasmine,middle,4
123059,RboW,Tokyo Fig,Sandalwood,middle,5
123059,RboW,Tokyo Fig,White Musk,base,6
123059,RboW,Tokyo Fig,Moss,base,7
69742,Lanvin,Sunny Magnolia,Apricot,top,1
69742,Lanvin,Sunny Magnolia,Mandarin Orange,top,2
69742,Lanvin,Sunny Magnolia,Chinese Osmanthus,middle,3
69742,Lanvin,Sunny Magnolia,Jasmine,middle,4
69742,Lanvin,Sunny Magnolia,White Musk,base,5
69742,Lanvin,Sunny Magnolia,Vanilla,base,6
50789,Essential Parfums,Nice Bergamote,Bergamot,flat,1
50789,Essential Parfums,Nice Bergamote,Jasmine,flat,2
50789,Essential Parfums,Nice Bergamote,Ylang-Ylang,flat,3
50789,Essential Parfums,Nice Bergamote,Cedar,flat,4
50789,Essential Parfums,Nice Bergamote,Tonka Bean,flat,5
6420,Rance 1795,Rue Rance Eau De La Couronne,Melon,top,1
6420,Rance 1795,Rue Rance Eau De La Couronne,Black Currant,top,2
6420,Rance 1795,Rue Rance Eau De La Couronne,Blood Orange,top,3
6420,Rance 1795,Rue Rance Eau De La Couronne,Violet,top,4
6420,Rance 1795,Rue Rance Eau De La Couronne,Freesia,middle,5
6420,Rance 1795,Rue Rance Eau De La Couronne,Granny Smith apple,middle,6
6420,Rance 1795,Rue Rance Eau De La Couronne,Gardenia,middle,7
6420,Rance 1795,Rue Rance Eau De La Couronne,Jasmine,middle,8
6420,Rance 1795,Rue Rance Eau De La Couronne,Mahogany,base,9
6420,Rance 1795,Rue Rance Eau De La Couronne,Iris,base,10
6420,Rance 1795,Rue Rance Eau De La Couronne,Amber,base,11
6420,Rance 1795,Rue Rance Eau De La Couronne,Musk,base,12
3172,Rance 1795,Francois Charles,Ginger,top,1
3172,Rance 1795,Francois Charles,Cardamom,top,2
3172,Rance 1795,Francois Charles,Bergamot,top,3
3172,Rance 1795,Francois Charles,Bitter Orange,top,4
3172,Rance 1795,Francois Charles,Lemon,top,5
3172,Rance 1795,Francois Charles,Pineapple,top,6
3172,Rance 1795,Francois Charles,Melon,top,7
3172,Rance 1795,Francois Charles,Grapefruit,top,8
3172,Rance 1795,Francois Charles,Tangerine,top,9
3172,Rance 1795,Francois Charles,Cinnamon,top,10
3172,Rance 1795,Francois Charles,Pink Pepper,top,11
3172,Rance 1795,Francois Charles,Anise,top,12
3172,Rance 1795,Francois Charles,Lavender,middle,13
3172,Rance 1795,Francois Charles,Jasmine,middle,14
3172,Rance 1795,Francois Charles,Orange Blossom,middle,15
3172,Rance 1795,Francois Charles,Rose,middle,16
3172,Rance 1795,Francois Charles,Clary Sage,middle,17
3172,Rance 1795,Francois Charles,Cedar,base,18
3172,Rance 1795,Francois Charles,Iris,base,19
3172,Rance 1795,Francois Charles,Musk,base,20
3172,Rance 1795,Francois Charles,Amber,base,21
3172,Rance 1795,Francois Charles,ebony tree,base,22
3172,Rance 1795,Francois Charles,Vanilla,base,23
3172,Rance 1795,Francois Charles,Caramel,base,24
3172,Rance 1795,Francois Charles,Sandalwood,base,25
3172,Rance 1795,Francois Charles,Vetiver,base,26
3172,Rance 1795,Francois Charles,Labdanum,base,27
3172,Rance 1795,Francois Charles,Patchouli,base,28
64015,Jimmy Choo,I Want Choo,Peach,top,1
64015,Jimmy Choo,I Want Choo,Mandarin Orange,top,2
64015,Jimmy Choo,I Want Choo,Jasmine,middle,3
64015,Jimmy Choo,I Want Choo,Red Lily,middle,4
64015,Jimmy Choo,I Want Choo,Vanilla,base,5
1924,Rance 1795,Eugenie,White Flowers,top,1
1924,Rance 1795,Eugenie,Melon,top,2
1924,Rance 1795,Eugenie,Lily-of-the-Valley,top,3
1924,Rance 1795,Eugenie,Mandarin Orange,top,4
1924,Rance 1795,Eugenie,Bergamot,top,5
1924,Rance 1795,Eugenie,Passionfruit,top,6
1924,Rance 1795,Eugenie,Black Currant,top,7
1924,Rance 1795,Eugenie,Ylang-Ylang,top,8
1924,Rance 1795,Eugenie,Peach,middle,9
1924,Rance 1795,Eugenie,Jasmine,middle,10
1924,Rance 1795,Eugenie,Violet Leaf,middle,11
1924,Rance 1795,Eugenie,Magnolia,middle,12
1924,Rance 1795,Eugenie,Rose,middle,13
1924,Rance 1795,Eugenie,Neroli,middle,14
1924,Rance 1795,Eugenie,Iris,base,15
1924,Rance 1795,Eugenie,Sandalwood,base,16
1924,Rance 1795,Eugenie,Vanille,base,17
1924,Rance 1795,Eugenie,oak moss,base,18
1924,Rance 1795,Eugenie,Amber,base,19
1924,Rance 1795,Eugenie,Vetiver,base,20
16931,Lalique,L'Amour,Neroli,top,1
16931,Lalique,L'Amour,Bergamot,top,2
16931,Lalique,L'Amour,Rose,top,3
16931,Lalique,L'Amour,Jasmine,middle,4
16931,Lalique,L'Amour,Gardenia,middle,5
16931,Lalique,L'Amour,Tuberose,middle,6
16931,Lalique,L'Amour,Musk,base,7
16931,Lalique,L'Amour,Cedar,base,8
16931,Lalique,L'Amour,Sandalwood,base,9
115747,BMW Fragrances,BMW M  1985,Fig,top,1
115747,BMW Fragrances,BMW M  1985,Lime,top,2
115747,BMW Fragrances,BMW M  1985,elemi,top,3
115747,BMW Fragrances,BMW M  1985,Clearwood,middle,4
115747,BMW Fragrances,BMW M  1985,Cypress,middle,5
115747,BMW Fragrances,BMW M  1985,Gurjan balsam,middle,6
115747,BMW Fragrances,BMW M  1985,Cypriol,base,7
115747,BMW Fragrances,BMW M  1985,Cedarwood,base,8
115747,BMW Fragrances,BMW M  1985,Guaiac Wood,base,9
115746,BMW Fragrances,BMW M 1972,Calabrian bergamot,top,1
115746,BMW Fragrances,BMW M 1972,Lemon,top,2
115746,BMW Fragrances,BMW M 1972,Ginger,top,3
115746,BMW Fragrances,BMW M 1972,Clary Sage,middle,4
115746,BMW Fragrances,BMW M 1972,Orange Blossom,middle,5
115746,BMW Fragrances,BMW M 1972,Helvetolide,middle,6
115746,BMW Fragrances,BMW M 1972,Haitian Vetiver,base,7
115746,BMW Fragrances,BMW M 1972,Cypriol,base,8
115746,BMW Fragrances,BMW M 1972,Anthamber™,base,9
95035,Youssoful,Berry Sexy,Apple,top,1
95035,Youssoful,Berry Sexy,Strawberry,top,2
95035,Youssoful,Berry Sexy,Rose,middle,3
95035,Youssoful,Berry Sexy,Whipped Cream,base,4
95035,Youssoful,Berry Sexy,Vanilla,base,5
50225,Banana Republic,Neroli Woods,Neroli,top,1
50225,Banana Republic,Neroli Woods,Mandarin Leaf,top,2
50225,Banana Republic,Neroli Woods,Coconut Nectar,top,3
50225,Banana Republic,Neroli Woods,Orange Blossom,middle,4
50225,Banana Republic,Neroli Woods,Frangipani,middle,5
50225,Banana Republic,Neroli Woods,Solar Notes,middle,6
50225,Banana Republic,Neroli Woods,Peony,middle,7
50225,Banana Republic,Neroli Woods,Sandalwood,base,8
50225,Banana Republic,Neroli Woods,Cedar,base,9
50225,Banana Republic,Neroli Woods,Ebony,base,10
50225,Banana Republic,Neroli Woods,Amber,base,11
37602,Nishane,Hundred Silent Ways,Tuberose,top,1
37602,Nishane,Hundred Silent Ways,Peach,top,2
37602,Nishane,Hundred Silent Ways,Mandarin Orange,top,3
37602,Nishane,Hundred Silent Ways,Gardenia,middle,4
37602,Nishane,Hundred Silent Ways,Jasmine,middle,5
